"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Dec 12 11:29:58 GMT 2024","Thu Dec 12 11:29:59 GMT 2024","225","","API TestPlan Tests","","TestPlanTests","CreateTestPlaneApiTest","CreateTestPlaneApiTest",""
"passed","Thu Dec 12 11:30:40 GMT 2024","Thu Dec 12 11:30:53 GMT 2024","13384","","UI Project Tests","","ProjectUITest","CreateProjectTest","Создание новго проекта","Тест на создание сущности"
"passed","Thu Dec 12 11:31:36 GMT 2024","Thu Dec 12 11:31:50 GMT 2024","13757","","UI Settings Tests","","SettingsTests","UploadAvatarTest","Обновление аватара профеля","Тест на загрузку файла"
"passed","Thu Dec 12 11:31:08 GMT 2024","Thu Dec 12 11:31:23 GMT 2024","15233","","UI Project Tests","","ProjectUITest","LimitValuesTest","Граничные значения в имени проекта","Тест на проверку поля для ввода на граничные значения"
"passed","Thu Dec 12 11:29:59 GMT 2024","Thu Dec 12 11:29:59 GMT 2024","170","","API TestPlan Tests","","TestPlanTests","GetTestPlaneInvalidIdApiTest","GetTestPlaneInvalidIdApiTest",""
"passed","Thu Dec 12 11:31:23 GMT 2024","Thu Dec 12 11:31:36 GMT 2024","12569","","UI Project Tests","","ProjectUITest","InvalidDataTest","Недопустимые данные в ключе проекта","Тест на ввод данных превышающих допустимые"
"passed","Thu Dec 12 11:29:56 GMT 2024","Thu Dec 12 11:29:57 GMT 2024","752","","API Project Tests","","ProjectTests","CreateProjectApiTest","CreateProjectApiTest",""
"failed","Thu Dec 12 11:30:53 GMT 2024","Thu Dec 12 11:31:08 GMT 2024","14451","","UI Project Tests","","ProjectUITest","DeletProjectTest","Удаление проекта","Тест на удаление сущности
Тест на отображения диалогового окна"
"passed","Thu Dec 12 11:29:57 GMT 2024","Thu Dec 12 11:29:57 GMT 2024","188","","API Project Tests","","ProjectTests","UpdateProjectApiTest","UpdateProjectApiTest",""
"passed","Thu Dec 12 11:30:31 GMT 2024","Thu Dec 12 11:30:37 GMT 2024","5431","","UI Login Tests","","LoginTest","CorrectLoginTest","Вход в систему с передачей верных параметров",""
"passed","Thu Dec 12 11:29:59 GMT 2024","Thu Dec 12 11:29:59 GMT 2024","178","","API TestPlan Tests","","TestPlanTests","DeleteTestPlaneApiTest","DeleteTestPlaneApiTest",""
"failed","Thu Dec 12 11:29:59 GMT 2024","Thu Dec 12 11:30:31 GMT 2024","31758","","UI Dashboard Tests","","DashboardTest","PopupTest","Проверка Popup элемента","Тест на проверку всплывающего сообщения"
"passed","Thu Dec 12 11:29:55 GMT 2024","Thu Dec 12 11:29:56 GMT 2024","928","","API Authentication Tests","","AuthenticationTests","GetAuthenticationInfoTest","GetAuthenticationInfoTest",""
"passed","Thu Dec 12 11:29:59 GMT 2024","Thu Dec 12 11:29:59 GMT 2024","190","","API TestPlan Tests","","TestPlanTests","GetTestPlaneApiTest","GetTestPlaneApiTest",""
"passed","Thu Dec 12 11:30:37 GMT 2024","Thu Dec 12 11:30:40 GMT 2024","3599","","UI Login Tests","","LoginTest","IncorrectLoginTest","Вход в систему с передачей неверных параметров","Тест на использование некорректных данных"
"passed","Thu Dec 12 11:29:58 GMT 2024","Thu Dec 12 11:29:58 GMT 2024","178","","API Project Tests","","ProjectTests","GetProjectInvalidIdApiTest","GetProjectInvalidIdApiTest",""
"passed","Thu Dec 12 11:29:57 GMT 2024","Thu Dec 12 11:29:58 GMT 2024","185","","API Project Tests","","ProjectTests","DeleteProjectApiTest","DeleteProjectApiTest",""
"passed","Thu Dec 12 11:29:57 GMT 2024","Thu Dec 12 11:29:57 GMT 2024","243","","API Project Tests","","ProjectTests","GetProjectApiTest","GetProjectApiTest",""
