"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Oct 23 11:29:03 GMT 2024","Wed Oct 23 11:29:17 GMT 2024","13367","","UI Project Tests","","ProjectUITest","LimitValuesTest","Граничные значения в имени проекта","Тест на проверку поля для ввода на граничные значения"
"passed","Wed Oct 23 11:29:17 GMT 2024","Wed Oct 23 11:29:27 GMT 2024","10777","","UI Project Tests","","ProjectUITest","InvalidDataTest","Недопустимые данные в ключе проекта","Тест на ввод данных превышающих допустимые"
"passed","Wed Oct 23 11:28:14 GMT 2024","Wed Oct 23 11:28:14 GMT 2024","107","","API TestPlan Tests","","TestPlanTests","GetTestPlaneInvalidIdApiTest","GetTestPlaneInvalidIdApiTest",""
"passed","Wed Oct 23 11:28:39 GMT 2024","Wed Oct 23 11:28:50 GMT 2024","11351","","UI Project Tests","","ProjectUITest","CreateProjectTest","Создание новго проекта","Тест на создание сущности"
"passed","Wed Oct 23 11:28:13 GMT 2024","Wed Oct 23 11:28:13 GMT 2024","183","","API Project Tests","","ProjectTests","GetProjectApiTest","GetProjectApiTest",""
"passed","Wed Oct 23 11:28:12 GMT 2024","Wed Oct 23 11:28:13 GMT 2024","552","","API Project Tests","","ProjectTests","CreateProjectApiTest","CreateProjectApiTest",""
"passed","Wed Oct 23 11:28:11 GMT 2024","Wed Oct 23 11:28:12 GMT 2024","850","","API Authentication Tests","","AuthenticationTests","GetAuthenticationInfoTest","GetAuthenticationInfoTest",""
"failed","Wed Oct 23 11:28:14 GMT 2024","Wed Oct 23 11:28:31 GMT 2024","16623","","UI Dashboard Tests","","DashboardTest","PopupTest","Проверка Popup элемента","Тест на проверку всплывающего сообщения"
"passed","Wed Oct 23 11:28:35 GMT 2024","Wed Oct 23 11:28:39 GMT 2024","3555","","UI Login Tests","","LoginTest","IncorrectLoginTest","Вход в систему с передачей неверных параметров","Тест на использование некорректных данных"
"passed","Wed Oct 23 11:28:31 GMT 2024","Wed Oct 23 11:28:35 GMT 2024","4365","","UI Login Tests","","LoginTest","CorrectLoginTest","Вход в систему с передачей верных параметров",""
"passed","Wed Oct 23 11:28:13 GMT 2024","Wed Oct 23 11:28:13 GMT 2024","123","","API Project Tests","","ProjectTests","UpdateProjectApiTest","UpdateProjectApiTest",""
"passed","Wed Oct 23 11:28:13 GMT 2024","Wed Oct 23 11:28:13 GMT 2024","121","","API Project Tests","","ProjectTests","DeleteProjectApiTest","DeleteProjectApiTest",""
"passed","Wed Oct 23 11:28:14 GMT 2024","Wed Oct 23 11:28:14 GMT 2024","121","","API TestPlan Tests","","TestPlanTests","DeleteTestPlaneApiTest","DeleteTestPlaneApiTest",""
"passed","Wed Oct 23 11:28:14 GMT 2024","Wed Oct 23 11:28:14 GMT 2024","131","","API TestPlan Tests","","TestPlanTests","GetTestPlaneApiTest","GetTestPlaneApiTest",""
"passed","Wed Oct 23 11:28:14 GMT 2024","Wed Oct 23 11:28:14 GMT 2024","193","","API TestPlan Tests","","TestPlanTests","CreateTestPlaneApiTest","CreateTestPlaneApiTest",""
"passed","Wed Oct 23 11:29:27 GMT 2024","Wed Oct 23 11:29:39 GMT 2024","11865","","UI Settings Tests","","SettingsTests","UploadAvatarTest","Обновление аватара профеля","Тест на загрузку файла"
"passed","Wed Oct 23 11:28:13 GMT 2024","Wed Oct 23 11:28:13 GMT 2024","111","","API Project Tests","","ProjectTests","GetProjectInvalidIdApiTest","GetProjectInvalidIdApiTest",""
"failed","Wed Oct 23 11:28:50 GMT 2024","Wed Oct 23 11:29:03 GMT 2024","13081","","UI Project Tests","","ProjectUITest","DeletProjectTest","Удаление проекта","Тест на удаление сущности
Тест на отображения диалогового окна"
