"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Apr 21 14:21:59 GMT 2024","Sun Apr 21 14:21:59 GMT 2024","124","","API TestPlan Tests","","TestPlanTests","GetTestPlaneInvalidIdApiTest","GetTestPlaneInvalidIdApiTest",""
"passed","Sun Apr 21 14:21:58 GMT 2024","Sun Apr 21 14:21:58 GMT 2024","128","","API Project Tests","","ProjectTests","DeleteProjectApiTest","DeleteProjectApiTest",""
"passed","Sun Apr 21 14:21:58 GMT 2024","Sun Apr 21 14:21:58 GMT 2024","156","","API Project Tests","","ProjectTests","GetProjectApiTest","GetProjectApiTest",""
"passed","Sun Apr 21 14:21:58 GMT 2024","Sun Apr 21 14:21:58 GMT 2024","125","","API Project Tests","","ProjectTests","GetProjectInvalidIdApiTest","GetProjectInvalidIdApiTest",""
"passed","Sun Apr 21 14:21:58 GMT 2024","Sun Apr 21 14:21:58 GMT 2024","133","","API Project Tests","","ProjectTests","UpdateProjectApiTest","UpdateProjectApiTest",""
"passed","Sun Apr 21 14:22:22 GMT 2024","Sun Apr 21 14:22:30 GMT 2024","7468","","UI Project Tests","","ProjectUITest","DeletProjectTest","Удаление проекта","Тест на удаление сущности
Тест на отображения диалогового окна"
"passed","Sun Apr 21 14:22:17 GMT 2024","Sun Apr 21 14:22:22 GMT 2024","4874","","UI Project Tests","","ProjectUITest","CreateProjectTest","Создание новго проекта","Тест на создание сущности"
"passed","Sun Apr 21 14:22:37 GMT 2024","Sun Apr 21 14:22:43 GMT 2024","5402","","UI Project Tests","","ProjectUITest","InvalidDataTest","Недопустимые данные в ключе проекта","Тест на ввод данных превышающих допустимые"
"failed","Sun Apr 21 14:21:59 GMT 2024","Sun Apr 21 14:22:14 GMT 2024","14704","","UI Dashboard Tests","","DashboardTest","PopupTest","Проверка Popup элемента","Тест на проверку всплывающего сообщения"
"passed","Sun Apr 21 14:21:57 GMT 2024","Sun Apr 21 14:21:58 GMT 2024","653","","API Project Tests","","ProjectTests","CreateProjectApiTest","CreateProjectApiTest",""
"passed","Sun Apr 21 14:21:59 GMT 2024","Sun Apr 21 14:21:59 GMT 2024","138","","API TestPlan Tests","","TestPlanTests","CreateTestPlaneApiTest","CreateTestPlaneApiTest",""
"passed","Sun Apr 21 14:22:14 GMT 2024","Sun Apr 21 14:22:17 GMT 2024","3517","","UI Login Tests","","LoginTest","IncorrectLoginTest","Вход в систему с передачей неверных параметров","Тест на использование некорректных данных"
"passed","Sun Apr 21 14:22:43 GMT 2024","Sun Apr 21 14:22:47 GMT 2024","3951","","UI Settings Tests","","SettingsTests","UploadAvatarTest","Обновление аватара профеля","Тест на загрузку файла"
"passed","Sun Apr 21 14:22:30 GMT 2024","Sun Apr 21 14:22:37 GMT 2024","7594","","UI Project Tests","","ProjectUITest","LimitValuesTest","Граничные значения в имени проекта","Тест на проверку поля для ввода на граничные значения"
"passed","Sun Apr 21 14:21:59 GMT 2024","Sun Apr 21 14:21:59 GMT 2024","126","","API TestPlan Tests","","TestPlanTests","GetTestPlaneApiTest","GetTestPlaneApiTest",""
