"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Oct 22 11:28:12 GMT 2024","Tue Oct 22 11:28:13 GMT 2024","716","","API Project Tests","","ProjectTests","CreateProjectApiTest","CreateProjectApiTest",""
"passed","Tue Oct 22 11:28:14 GMT 2024","Tue Oct 22 11:28:15 GMT 2024","208","","API TestPlan Tests","","TestPlanTests","GetTestPlaneApiTest","GetTestPlaneApiTest",""
"passed","Tue Oct 22 11:28:13 GMT 2024","Tue Oct 22 11:28:13 GMT 2024","200","","API Project Tests","","ProjectTests","GetProjectApiTest","GetProjectApiTest",""
"passed","Tue Oct 22 11:28:32 GMT 2024","Tue Oct 22 11:28:36 GMT 2024","4135","","UI Login Tests","","LoginTest","CorrectLoginTest","Вход в систему с передачей верных параметров",""
"passed","Tue Oct 22 11:28:14 GMT 2024","Tue Oct 22 11:28:14 GMT 2024","225","","API TestPlan Tests","","TestPlanTests","CreateTestPlaneApiTest","CreateTestPlaneApiTest",""
"passed","Tue Oct 22 11:28:14 GMT 2024","Tue Oct 22 11:28:14 GMT 2024","174","","API Project Tests","","ProjectTests","GetProjectInvalidIdApiTest","GetProjectInvalidIdApiTest",""
"passed","Tue Oct 22 11:28:13 GMT 2024","Tue Oct 22 11:28:14 GMT 2024","184","","API Project Tests","","ProjectTests","UpdateProjectApiTest","UpdateProjectApiTest",""
"failed","Tue Oct 22 11:28:53 GMT 2024","Tue Oct 22 11:29:06 GMT 2024","12890","","UI Project Tests","","ProjectUITest","DeletProjectTest","Удаление проекта","Тест на удаление сущности
Тест на отображения диалогового окна"
"passed","Tue Oct 22 11:28:15 GMT 2024","Tue Oct 22 11:28:15 GMT 2024","173","","API TestPlan Tests","","TestPlanTests","GetTestPlaneInvalidIdApiTest","GetTestPlaneInvalidIdApiTest",""
"failed","Tue Oct 22 11:28:15 GMT 2024","Tue Oct 22 11:28:32 GMT 2024","16995","","UI Dashboard Tests","","DashboardTest","PopupTest","Проверка Popup элемента","Тест на проверку всплывающего сообщения"
"passed","Tue Oct 22 11:28:36 GMT 2024","Tue Oct 22 11:28:40 GMT 2024","3648","","UI Login Tests","","LoginTest","IncorrectLoginTest","Вход в систему с передачей неверных параметров","Тест на использование некорректных данных"
"passed","Tue Oct 22 11:29:32 GMT 2024","Tue Oct 22 11:29:44 GMT 2024","12059","","UI Settings Tests","","SettingsTests","UploadAvatarTest","Обновление аватара профеля","Тест на загрузку файла"
"passed","Tue Oct 22 11:29:06 GMT 2024","Tue Oct 22 11:29:20 GMT 2024","14184","","UI Project Tests","","ProjectUITest","LimitValuesTest","Граничные значения в имени проекта","Тест на проверку поля для ввода на граничные значения"
"passed","Tue Oct 22 11:28:14 GMT 2024","Tue Oct 22 11:28:14 GMT 2024","197","","API Project Tests","","ProjectTests","DeleteProjectApiTest","DeleteProjectApiTest",""
"passed","Tue Oct 22 11:28:40 GMT 2024","Tue Oct 22 11:28:53 GMT 2024","13046","","UI Project Tests","","ProjectUITest","CreateProjectTest","Создание новго проекта","Тест на создание сущности"
"passed","Tue Oct 22 11:28:11 GMT 2024","Tue Oct 22 11:28:12 GMT 2024","1020","","API Authentication Tests","","AuthenticationTests","GetAuthenticationInfoTest","GetAuthenticationInfoTest",""
"passed","Tue Oct 22 11:29:20 GMT 2024","Tue Oct 22 11:29:32 GMT 2024","11630","","UI Project Tests","","ProjectUITest","InvalidDataTest","Недопустимые данные в ключе проекта","Тест на ввод данных превышающих допустимые"
"passed","Tue Oct 22 11:28:15 GMT 2024","Tue Oct 22 11:28:15 GMT 2024","184","","API TestPlan Tests","","TestPlanTests","DeleteTestPlaneApiTest","DeleteTestPlaneApiTest",""
