"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Oct 26 11:28:34 GMT 2024","Sat Oct 26 11:28:34 GMT 2024","206","","API Project Tests","","ProjectTests","DeleteProjectApiTest","DeleteProjectApiTest",""
"passed","Sat Oct 26 11:29:26 GMT 2024","Sat Oct 26 11:29:40 GMT 2024","13406","","UI Project Tests","","ProjectUITest","LimitValuesTest","Граничные значения в имени проекта","Тест на проверку поля для ввода на граничные значения"
"passed","Sat Oct 26 11:28:34 GMT 2024","Sat Oct 26 11:28:34 GMT 2024","183","","API Project Tests","","ProjectTests","UpdateProjectApiTest","UpdateProjectApiTest",""
"passed","Sat Oct 26 11:28:35 GMT 2024","Sat Oct 26 11:28:35 GMT 2024","220","","API TestPlan Tests","","TestPlanTests","CreateTestPlaneApiTest","CreateTestPlaneApiTest",""
"failed","Sat Oct 26 11:29:13 GMT 2024","Sat Oct 26 11:29:26 GMT 2024","13667","","UI Project Tests","","ProjectUITest","DeletProjectTest","Удаление проекта","Тест на удаление сущности
Тест на отображения диалогового окна"
"passed","Sat Oct 26 11:28:33 GMT 2024","Sat Oct 26 11:28:33 GMT 2024","771","","API Project Tests","","ProjectTests","CreateProjectApiTest","CreateProjectApiTest",""
"passed","Sat Oct 26 11:28:35 GMT 2024","Sat Oct 26 11:28:35 GMT 2024","185","","API TestPlan Tests","","TestPlanTests","GetTestPlaneInvalidIdApiTest","GetTestPlaneInvalidIdApiTest",""
"passed","Sat Oct 26 11:28:52 GMT 2024","Sat Oct 26 11:28:56 GMT 2024","4096","","UI Login Tests","","LoginTest","CorrectLoginTest","Вход в систему с передачей верных параметров",""
"passed","Sat Oct 26 11:28:35 GMT 2024","Sat Oct 26 11:28:35 GMT 2024","178","","API TestPlan Tests","","TestPlanTests","DeleteTestPlaneApiTest","DeleteTestPlaneApiTest",""
"passed","Sat Oct 26 11:28:35 GMT 2024","Sat Oct 26 11:28:35 GMT 2024","175","","API TestPlan Tests","","TestPlanTests","GetTestPlaneApiTest","GetTestPlaneApiTest",""
"passed","Sat Oct 26 11:29:00 GMT 2024","Sat Oct 26 11:29:13 GMT 2024","12997","","UI Project Tests","","ProjectUITest","CreateProjectTest","Создание новго проекта","Тест на создание сущности"
"passed","Sat Oct 26 11:29:51 GMT 2024","Sat Oct 26 11:30:03 GMT 2024","12192","","UI Settings Tests","","SettingsTests","UploadAvatarTest","Обновление аватара профеля","Тест на загрузку файла"
"passed","Sat Oct 26 11:29:40 GMT 2024","Sat Oct 26 11:29:51 GMT 2024","11023","","UI Project Tests","","ProjectUITest","InvalidDataTest","Недопустимые данные в ключе проекта","Тест на ввод данных превышающих допустимые"
"passed","Sat Oct 26 11:28:34 GMT 2024","Sat Oct 26 11:28:34 GMT 2024","170","","API Project Tests","","ProjectTests","GetProjectInvalidIdApiTest","GetProjectInvalidIdApiTest",""
"passed","Sat Oct 26 11:28:56 GMT 2024","Sat Oct 26 11:29:00 GMT 2024","3563","","UI Login Tests","","LoginTest","IncorrectLoginTest","Вход в систему с передачей неверных параметров","Тест на использование некорректных данных"
"passed","Sat Oct 26 11:28:33 GMT 2024","Sat Oct 26 11:28:34 GMT 2024","235","","API Project Tests","","ProjectTests","GetProjectApiTest","GetProjectApiTest",""
"failed","Sat Oct 26 11:28:35 GMT 2024","Sat Oct 26 11:28:52 GMT 2024","16423","","UI Dashboard Tests","","DashboardTest","PopupTest","Проверка Popup элемента","Тест на проверку всплывающего сообщения"
"passed","Sat Oct 26 11:28:32 GMT 2024","Sat Oct 26 11:28:33 GMT 2024","855","","API Authentication Tests","","AuthenticationTests","GetAuthenticationInfoTest","GetAuthenticationInfoTest",""
