"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Oct 05 11:28:19 GMT 2024","Sat Oct 05 11:28:19 GMT 2024","196","","API Project Tests","","ProjectTests","GetProjectApiTest","GetProjectApiTest",""
"passed","Sat Oct 05 11:29:35 GMT 2024","Sat Oct 05 11:29:48 GMT 2024","12351","","UI Settings Tests","","SettingsTests","UploadAvatarTest","Обновление аватара профеля","Тест на загрузку файла"
"passed","Sat Oct 05 11:28:19 GMT 2024","Sat Oct 05 11:28:20 GMT 2024","175","","API Project Tests","","ProjectTests","GetProjectInvalidIdApiTest","GetProjectInvalidIdApiTest",""
"passed","Sat Oct 05 11:28:17 GMT 2024","Sat Oct 05 11:28:18 GMT 2024","874","","API Authentication Tests","","AuthenticationTests","GetAuthenticationInfoTest","GetAuthenticationInfoTest",""
"passed","Sat Oct 05 11:28:19 GMT 2024","Sat Oct 05 11:28:19 GMT 2024","191","","API Project Tests","","ProjectTests","UpdateProjectApiTest","UpdateProjectApiTest",""
"passed","Sat Oct 05 11:28:18 GMT 2024","Sat Oct 05 11:28:19 GMT 2024","719","","API Project Tests","","ProjectTests","CreateProjectApiTest","CreateProjectApiTest",""
"failed","Sat Oct 05 11:28:21 GMT 2024","Sat Oct 05 11:28:39 GMT 2024","17648","","UI Dashboard Tests","","DashboardTest","PopupTest","Проверка Popup элемента","Тест на проверку всплывающего сообщения"
"passed","Sat Oct 05 11:28:43 GMT 2024","Sat Oct 05 11:28:47 GMT 2024","3555","","UI Login Tests","","LoginTest","IncorrectLoginTest","Вход в систему с передачей неверных параметров","Тест на использование некорректных данных"
"passed","Sat Oct 05 11:29:12 GMT 2024","Sat Oct 05 11:29:25 GMT 2024","13182","","UI Project Tests","","ProjectUITest","LimitValuesTest","Граничные значения в имени проекта","Тест на проверку поля для ввода на граничные значения"
"passed","Sat Oct 05 11:29:25 GMT 2024","Sat Oct 05 11:29:35 GMT 2024","10275","","UI Project Tests","","ProjectUITest","InvalidDataTest","Недопустимые данные в ключе проекта","Тест на ввод данных превышающих допустимые"
"failed","Sat Oct 05 11:28:59 GMT 2024","Sat Oct 05 11:29:12 GMT 2024","13067","","UI Project Tests","","ProjectUITest","DeletProjectTest","Удаление проекта","Тест на удаление сущности
Тест на отображения диалогового окна"
"passed","Sat Oct 05 11:28:21 GMT 2024","Sat Oct 05 11:28:21 GMT 2024","188","","API TestPlan Tests","","TestPlanTests","DeleteTestPlaneApiTest","DeleteTestPlaneApiTest",""
"passed","Sat Oct 05 11:28:39 GMT 2024","Sat Oct 05 11:28:43 GMT 2024","4616","","UI Login Tests","","LoginTest","CorrectLoginTest","Вход в систему с передачей верных параметров",""
"passed","Sat Oct 05 11:28:19 GMT 2024","Sat Oct 05 11:28:19 GMT 2024","214","","API Project Tests","","ProjectTests","DeleteProjectApiTest","DeleteProjectApiTest",""
"passed","Sat Oct 05 11:28:47 GMT 2024","Sat Oct 05 11:28:59 GMT 2024","11817","","UI Project Tests","","ProjectUITest","CreateProjectTest","Создание новго проекта","Тест на создание сущности"
"passed","Sat Oct 05 11:28:21 GMT 2024","Sat Oct 05 11:28:21 GMT 2024","181","","API TestPlan Tests","","TestPlanTests","GetTestPlaneInvalidIdApiTest","GetTestPlaneInvalidIdApiTest",""
"passed","Sat Oct 05 11:28:20 GMT 2024","Sat Oct 05 11:28:20 GMT 2024","251","","API TestPlan Tests","","TestPlanTests","CreateTestPlaneApiTest","CreateTestPlaneApiTest",""
"passed","Sat Oct 05 11:28:20 GMT 2024","Sat Oct 05 11:28:21 GMT 2024","200","","API TestPlan Tests","","TestPlanTests","GetTestPlaneApiTest","GetTestPlaneApiTest",""
