"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Dec 26 11:28:20 GMT 2024","Thu Dec 26 11:28:21 GMT 2024","885","","API Authentication Tests","","AuthenticationTests","GetAuthenticationInfoTest","GetAuthenticationInfoTest",""
"passed","Thu Dec 26 11:28:22 GMT 2024","Thu Dec 26 11:28:22 GMT 2024","113","","API TestPlan Tests","","TestPlanTests","GetTestPlaneApiTest","GetTestPlaneApiTest",""
"passed","Thu Dec 26 11:28:21 GMT 2024","Thu Dec 26 11:28:22 GMT 2024","138","","API Project Tests","","ProjectTests","GetProjectApiTest","GetProjectApiTest",""
"passed","Thu Dec 26 11:28:22 GMT 2024","Thu Dec 26 11:28:22 GMT 2024","126","","API TestPlan Tests","","TestPlanTests","DeleteTestPlaneApiTest","DeleteTestPlaneApiTest",""
"passed","Thu Dec 26 11:28:22 GMT 2024","Thu Dec 26 11:28:22 GMT 2024","128","","API Project Tests","","ProjectTests","UpdateProjectApiTest","UpdateProjectApiTest",""
"failed","Thu Dec 26 11:29:01 GMT 2024","Thu Dec 26 11:29:15 GMT 2024","14449","","UI Project Tests","","ProjectUITest","DeletProjectTest","Удаление проекта","Тест на удаление сущности
Тест на отображения диалогового окна"
"passed","Thu Dec 26 11:28:40 GMT 2024","Thu Dec 26 11:28:44 GMT 2024","3892","","UI Login Tests","","LoginTest","CorrectLoginTest","Вход в систему с передачей верных параметров",""
"passed","Thu Dec 26 11:28:22 GMT 2024","Thu Dec 26 11:28:22 GMT 2024","125","","API Project Tests","","ProjectTests","DeleteProjectApiTest","DeleteProjectApiTest",""
"passed","Thu Dec 26 11:28:22 GMT 2024","Thu Dec 26 11:28:22 GMT 2024","159","","API TestPlan Tests","","TestPlanTests","CreateTestPlaneApiTest","CreateTestPlaneApiTest",""
"passed","Thu Dec 26 11:28:47 GMT 2024","Thu Dec 26 11:29:01 GMT 2024","14008","","UI Project Tests","","ProjectUITest","CreateProjectTest","Создание новго проекта","Тест на создание сущности"
"passed","Thu Dec 26 11:28:44 GMT 2024","Thu Dec 26 11:28:47 GMT 2024","3166","","UI Login Tests","","LoginTest","IncorrectLoginTest","Вход в систему с передачей неверных параметров","Тест на использование некорректных данных"
"passed","Thu Dec 26 11:28:21 GMT 2024","Thu Dec 26 11:28:21 GMT 2024","540","","API Project Tests","","ProjectTests","CreateProjectApiTest","CreateProjectApiTest",""
"passed","Thu Dec 26 11:28:22 GMT 2024","Thu Dec 26 11:28:22 GMT 2024","114","","API Project Tests","","ProjectTests","GetProjectInvalidIdApiTest","GetProjectInvalidIdApiTest",""
"passed","Thu Dec 26 11:28:22 GMT 2024","Thu Dec 26 11:28:23 GMT 2024","110","","API TestPlan Tests","","TestPlanTests","GetTestPlaneInvalidIdApiTest","GetTestPlaneInvalidIdApiTest",""
"passed","Thu Dec 26 11:29:42 GMT 2024","Thu Dec 26 11:29:56 GMT 2024","13318","","UI Settings Tests","","SettingsTests","UploadAvatarTest","Обновление аватара профеля","Тест на загрузку файла"
"passed","Thu Dec 26 11:29:30 GMT 2024","Thu Dec 26 11:29:42 GMT 2024","12161","","UI Project Tests","","ProjectUITest","InvalidDataTest","Недопустимые данные в ключе проекта","Тест на ввод данных превышающих допустимые"
"passed","Thu Dec 26 11:29:15 GMT 2024","Thu Dec 26 11:29:30 GMT 2024","14860","","UI Project Tests","","ProjectUITest","LimitValuesTest","Граничные значения в имени проекта","Тест на проверку поля для ввода на граничные значения"
"failed","Thu Dec 26 11:28:23 GMT 2024","Thu Dec 26 11:28:40 GMT 2024","16992","","UI Dashboard Tests","","DashboardTest","PopupTest","Проверка Popup элемента","Тест на проверку всплывающего сообщения"
