"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Sep 11 11:29:12 GMT 2024","Wed Sep 11 11:29:12 GMT 2024","149","","API Project Tests","","ProjectTests","DeleteProjectApiTest","DeleteProjectApiTest",""
"passed","Wed Sep 11 11:29:11 GMT 2024","Wed Sep 11 11:29:12 GMT 2024","217","","API Project Tests","","ProjectTests","GetProjectApiTest","GetProjectApiTest",""
"passed","Wed Sep 11 11:29:12 GMT 2024","Wed Sep 11 11:29:12 GMT 2024","209","","API Project Tests","","ProjectTests","UpdateProjectApiTest","UpdateProjectApiTest",""
"passed","Wed Sep 11 11:30:01 GMT 2024","Wed Sep 11 11:30:13 GMT 2024","12494","","UI Project Tests","","ProjectUITest","LimitValuesTest","Граничные значения в имени проекта","Тест на проверку поля для ввода на граничные значения"
"failed","Wed Sep 11 11:29:13 GMT 2024","Wed Sep 11 11:29:30 GMT 2024","16745","","UI Dashboard Tests","","DashboardTest","PopupTest","Проверка Popup элемента","Тест на проверку всплывающего сообщения"
"failed","Wed Sep 11 11:29:48 GMT 2024","Wed Sep 11 11:30:01 GMT 2024","12224","","UI Project Tests","","ProjectUITest","DeletProjectTest","Удаление проекта","Тест на удаление сущности
Тест на отображения диалогового окна"
"passed","Wed Sep 11 11:29:13 GMT 2024","Wed Sep 11 11:29:13 GMT 2024","122","","API TestPlan Tests","","TestPlanTests","GetTestPlaneInvalidIdApiTest","GetTestPlaneInvalidIdApiTest",""
"passed","Wed Sep 11 11:29:11 GMT 2024","Wed Sep 11 11:29:11 GMT 2024","475","","API Project Tests","","ProjectTests","CreateProjectApiTest","CreateProjectApiTest",""
"passed","Wed Sep 11 11:29:13 GMT 2024","Wed Sep 11 11:29:13 GMT 2024","128","","API TestPlan Tests","","TestPlanTests","GetTestPlaneApiTest","GetTestPlaneApiTest",""
"passed","Wed Sep 11 11:30:23 GMT 2024","Wed Sep 11 11:30:34 GMT 2024","10904","","UI Settings Tests","","SettingsTests","UploadAvatarTest","Обновление аватара профеля","Тест на загрузку файла"
"passed","Wed Sep 11 11:29:30 GMT 2024","Wed Sep 11 11:29:34 GMT 2024","4374","","UI Login Tests","","LoginTest","CorrectLoginTest","Вход в систему с передачей верных параметров",""
"passed","Wed Sep 11 11:29:38 GMT 2024","Wed Sep 11 11:29:48 GMT 2024","10440","","UI Project Tests","","ProjectUITest","CreateProjectTest","Создание новго проекта","Тест на создание сущности"
"passed","Wed Sep 11 11:29:34 GMT 2024","Wed Sep 11 11:29:38 GMT 2024","3613","","UI Login Tests","","LoginTest","IncorrectLoginTest","Вход в систему с передачей неверных параметров","Тест на использование некорректных данных"
"passed","Wed Sep 11 11:30:13 GMT 2024","Wed Sep 11 11:30:23 GMT 2024","9784","","UI Project Tests","","ProjectUITest","InvalidDataTest","Недопустимые данные в ключе проекта","Тест на ввод данных превышающих допустимые"
"passed","Wed Sep 11 11:29:10 GMT 2024","Wed Sep 11 11:29:11 GMT 2024","829","","API Authentication Tests","","AuthenticationTests","GetAuthenticationInfoTest","GetAuthenticationInfoTest",""
"passed","Wed Sep 11 11:29:12 GMT 2024","Wed Sep 11 11:29:12 GMT 2024","120","","API Project Tests","","ProjectTests","GetProjectInvalidIdApiTest","GetProjectInvalidIdApiTest",""
"passed","Wed Sep 11 11:29:13 GMT 2024","Wed Sep 11 11:29:13 GMT 2024","173","","API TestPlan Tests","","TestPlanTests","CreateTestPlaneApiTest","CreateTestPlaneApiTest",""
"passed","Wed Sep 11 11:29:13 GMT 2024","Wed Sep 11 11:29:13 GMT 2024","131","","API TestPlan Tests","","TestPlanTests","DeleteTestPlaneApiTest","DeleteTestPlaneApiTest",""
