"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jan 02 11:28:16 GMT 2025","Thu Jan 02 11:28:16 GMT 2025","227","","API Project Tests","","ProjectTests","GetProjectApiTest","GetProjectApiTest",""
"passed","Thu Jan 02 11:28:17 GMT 2025","Thu Jan 02 11:28:17 GMT 2025","168","","API TestPlan Tests","","TestPlanTests","CreateTestPlaneApiTest","CreateTestPlaneApiTest",""
"passed","Thu Jan 02 11:29:38 GMT 2025","Thu Jan 02 11:29:50 GMT 2025","12386","","UI Project Tests","","ProjectUITest","InvalidDataTest","Недопустимые данные в ключе проекта","Тест на ввод данных превышающих допустимые"
"failed","Thu Jan 02 11:28:18 GMT 2025","Thu Jan 02 11:28:46 GMT 2025","28505","","UI Dashboard Tests","","DashboardTest","PopupTest","Проверка Popup элемента","Тест на проверку всплывающего сообщения"
"passed","Thu Jan 02 11:29:50 GMT 2025","Thu Jan 02 11:30:04 GMT 2025","13481","","UI Settings Tests","","SettingsTests","UploadAvatarTest","Обновление аватара профеля","Тест на загрузку файла"
"passed","Thu Jan 02 11:28:15 GMT 2025","Thu Jan 02 11:28:16 GMT 2025","662","","API Authentication Tests","","AuthenticationTests","GetAuthenticationInfoTest","GetAuthenticationInfoTest",""
"passed","Thu Jan 02 11:28:52 GMT 2025","Thu Jan 02 11:28:55 GMT 2025","3374","","UI Login Tests","","LoginTest","IncorrectLoginTest","Вход в систему с передачей неверных параметров","Тест на использование некорректных данных"
"passed","Thu Jan 02 11:28:18 GMT 2025","Thu Jan 02 11:28:18 GMT 2025","115","","API TestPlan Tests","","TestPlanTests","GetTestPlaneInvalidIdApiTest","GetTestPlaneInvalidIdApiTest",""
"passed","Thu Jan 02 11:28:17 GMT 2025","Thu Jan 02 11:28:18 GMT 2025","122","","API TestPlan Tests","","TestPlanTests","GetTestPlaneApiTest","GetTestPlaneApiTest",""
"passed","Thu Jan 02 11:28:55 GMT 2025","Thu Jan 02 11:29:08 GMT 2025","13170","","UI Project Tests","","ProjectUITest","CreateProjectTest","Создание новго проекта","Тест на создание сущности"
"passed","Thu Jan 02 11:28:16 GMT 2025","Thu Jan 02 11:28:16 GMT 2025","479","","API Project Tests","","ProjectTests","CreateProjectApiTest","CreateProjectApiTest",""
"passed","Thu Jan 02 11:28:16 GMT 2025","Thu Jan 02 11:28:17 GMT 2025","132","","API Project Tests","","ProjectTests","UpdateProjectApiTest","UpdateProjectApiTest",""
"passed","Thu Jan 02 11:29:23 GMT 2025","Thu Jan 02 11:29:38 GMT 2025","14974","","UI Project Tests","","ProjectUITest","LimitValuesTest","Граничные значения в имени проекта","Тест на проверку поля для ввода на граничные значения"
"passed","Thu Jan 02 11:28:17 GMT 2025","Thu Jan 02 11:28:17 GMT 2025","130","","API Project Tests","","ProjectTests","DeleteProjectApiTest","DeleteProjectApiTest",""
"passed","Thu Jan 02 11:28:17 GMT 2025","Thu Jan 02 11:28:17 GMT 2025","113","","API Project Tests","","ProjectTests","GetProjectInvalidIdApiTest","GetProjectInvalidIdApiTest",""
"failed","Thu Jan 02 11:29:08 GMT 2025","Thu Jan 02 11:29:23 GMT 2025","14862","","UI Project Tests","","ProjectUITest","DeletProjectTest","Удаление проекта","Тест на удаление сущности
Тест на отображения диалогового окна"
"passed","Thu Jan 02 11:28:46 GMT 2025","Thu Jan 02 11:28:52 GMT 2025","5200","","UI Login Tests","","LoginTest","CorrectLoginTest","Вход в систему с передачей верных параметров",""
"passed","Thu Jan 02 11:28:18 GMT 2025","Thu Jan 02 11:28:18 GMT 2025","141","","API TestPlan Tests","","TestPlanTests","DeleteTestPlaneApiTest","DeleteTestPlaneApiTest",""
