"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Sep 22 11:28:23 GMT 2024","Sun Sep 22 11:28:24 GMT 2024","716","","API Project Tests","","ProjectTests","CreateProjectApiTest","CreateProjectApiTest",""
"failed","Sun Sep 22 11:28:29 GMT 2024","Sun Sep 22 11:28:29 GMT 2024","284","","UI Project Tests","","ProjectUITest","CreateProjectTest","Создание новго проекта","Тест на создание сущности"
"passed","Sun Sep 22 11:28:25 GMT 2024","Sun Sep 22 11:28:25 GMT 2024","185","","API Project Tests","","ProjectTests","GetProjectInvalidIdApiTest","GetProjectInvalidIdApiTest",""
"passed","Sun Sep 22 11:28:25 GMT 2024","Sun Sep 22 11:28:26 GMT 2024","232","","API TestPlan Tests","","TestPlanTests","CreateTestPlaneApiTest","CreateTestPlaneApiTest",""
"failed","Sun Sep 22 11:28:28 GMT 2024","Sun Sep 22 11:28:29 GMT 2024","270","","UI Login Tests","","LoginTest","IncorrectLoginTest","Вход в систему с передачей неверных параметров","Тест на использование некорректных данных"
"failed","Sun Sep 22 11:28:30 GMT 2024","Sun Sep 22 11:28:30 GMT 2024","297","","UI Settings Tests","","SettingsTests","UploadAvatarTest","Обновление аватара профеля","Тест на загрузку файла"
"passed","Sun Sep 22 11:28:24 GMT 2024","Sun Sep 22 11:28:24 GMT 2024","204","","API Project Tests","","ProjectTests","GetProjectApiTest","GetProjectApiTest",""
"passed","Sun Sep 22 11:28:26 GMT 2024","Sun Sep 22 11:28:26 GMT 2024","189","","API TestPlan Tests","","TestPlanTests","GetTestPlaneInvalidIdApiTest","GetTestPlaneInvalidIdApiTest",""
"failed","Sun Sep 22 11:28:29 GMT 2024","Sun Sep 22 11:28:29 GMT 2024","273","","UI Project Tests","","ProjectUITest","DeletProjectTest","Удаление проекта","Тест на удаление сущности
Тест на отображения диалогового окна"
"passed","Sun Sep 22 11:28:26 GMT 2024","Sun Sep 22 11:28:26 GMT 2024","214","","API TestPlan Tests","","TestPlanTests","GetTestPlaneApiTest","GetTestPlaneApiTest",""
"passed","Sun Sep 22 11:28:24 GMT 2024","Sun Sep 22 11:28:24 GMT 2024","195","","API Project Tests","","ProjectTests","UpdateProjectApiTest","UpdateProjectApiTest",""
"failed","Sun Sep 22 11:28:26 GMT 2024","Sun Sep 22 11:28:28 GMT 2024","1609","","UI Dashboard Tests","","DashboardTest","PopupTest","Проверка Popup элемента","Тест на проверку всплывающего сообщения"
"passed","Sun Sep 22 11:28:24 GMT 2024","Sun Sep 22 11:28:25 GMT 2024","212","","API Project Tests","","ProjectTests","DeleteProjectApiTest","DeleteProjectApiTest",""
"passed","Sun Sep 22 11:28:26 GMT 2024","Sun Sep 22 11:28:26 GMT 2024","197","","API TestPlan Tests","","TestPlanTests","DeleteTestPlaneApiTest","DeleteTestPlaneApiTest",""
"failed","Sun Sep 22 11:28:30 GMT 2024","Sun Sep 22 11:28:30 GMT 2024","294","","UI Project Tests","","ProjectUITest","InvalidDataTest","Недопустимые данные в ключе проекта","Тест на ввод данных превышающих допустимые"
"passed","Sun Sep 22 11:28:22 GMT 2024","Sun Sep 22 11:28:23 GMT 2024","1078","","API Authentication Tests","","AuthenticationTests","GetAuthenticationInfoTest","GetAuthenticationInfoTest",""
"failed","Sun Sep 22 11:28:29 GMT 2024","Sun Sep 22 11:28:30 GMT 2024","306","","UI Project Tests","","ProjectUITest","LimitValuesTest","Граничные значения в имени проекта","Тест на проверку поля для ввода на граничные значения"
"failed","Sun Sep 22 11:28:28 GMT 2024","Sun Sep 22 11:28:28 GMT 2024","285","","UI Login Tests","","LoginTest","CorrectLoginTest","Вход в систему с передачей верных параметров",""
