"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Nov 10 11:28:33 GMT 2024","Sun Nov 10 11:28:45 GMT 2024","12280","","UI Project Tests","","ProjectUITest","CreateProjectTest","Создание новго проекта","Тест на создание сущности"
"passed","Sun Nov 10 11:28:07 GMT 2024","Sun Nov 10 11:28:07 GMT 2024","135","","API TestPlan Tests","","TestPlanTests","DeleteTestPlaneApiTest","DeleteTestPlaneApiTest",""
"passed","Sun Nov 10 11:28:06 GMT 2024","Sun Nov 10 11:28:06 GMT 2024","110","","API Project Tests","","ProjectTests","GetProjectInvalidIdApiTest","GetProjectInvalidIdApiTest",""
"passed","Sun Nov 10 11:28:06 GMT 2024","Sun Nov 10 11:28:06 GMT 2024","141","","API Project Tests","","ProjectTests","DeleteProjectApiTest","DeleteProjectApiTest",""
"passed","Sun Nov 10 11:28:05 GMT 2024","Sun Nov 10 11:28:05 GMT 2024","802","","API Authentication Tests","","AuthenticationTests","GetAuthenticationInfoTest","GetAuthenticationInfoTest",""
"passed","Sun Nov 10 11:28:59 GMT 2024","Sun Nov 10 11:29:12 GMT 2024","13633","","UI Project Tests","","ProjectUITest","LimitValuesTest","Граничные значения в имени проекта","Тест на проверку поля для ввода на граничные значения"
"passed","Sun Nov 10 11:28:07 GMT 2024","Sun Nov 10 11:28:07 GMT 2024","206","","API TestPlan Tests","","TestPlanTests","CreateTestPlaneApiTest","CreateTestPlaneApiTest",""
"passed","Sun Nov 10 11:29:12 GMT 2024","Sun Nov 10 11:29:23 GMT 2024","11206","","UI Project Tests","","ProjectUITest","InvalidDataTest","Недопустимые данные в ключе проекта","Тест на ввод данных превышающих допустимые"
"passed","Sun Nov 10 11:28:07 GMT 2024","Sun Nov 10 11:28:07 GMT 2024","126","","API TestPlan Tests","","TestPlanTests","GetTestPlaneApiTest","GetTestPlaneApiTest",""
"passed","Sun Nov 10 11:28:07 GMT 2024","Sun Nov 10 11:28:07 GMT 2024","124","","API TestPlan Tests","","TestPlanTests","GetTestPlaneInvalidIdApiTest","GetTestPlaneInvalidIdApiTest",""
"passed","Sun Nov 10 11:28:06 GMT 2024","Sun Nov 10 11:28:06 GMT 2024","152","","API Project Tests","","ProjectTests","GetProjectApiTest","GetProjectApiTest",""
"passed","Sun Nov 10 11:28:06 GMT 2024","Sun Nov 10 11:28:06 GMT 2024","129","","API Project Tests","","ProjectTests","UpdateProjectApiTest","UpdateProjectApiTest",""
"passed","Sun Nov 10 11:28:05 GMT 2024","Sun Nov 10 11:28:06 GMT 2024","562","","API Project Tests","","ProjectTests","CreateProjectApiTest","CreateProjectApiTest",""
"passed","Sun Nov 10 11:29:23 GMT 2024","Sun Nov 10 11:29:36 GMT 2024","12392","","UI Settings Tests","","SettingsTests","UploadAvatarTest","Обновление аватара профеля","Тест на загрузку файла"
"passed","Sun Nov 10 11:28:29 GMT 2024","Sun Nov 10 11:28:33 GMT 2024","3377","","UI Login Tests","","LoginTest","IncorrectLoginTest","Вход в систему с передачей неверных параметров","Тест на использование некорректных данных"
"passed","Sun Nov 10 11:28:25 GMT 2024","Sun Nov 10 11:28:29 GMT 2024","4384","","UI Login Tests","","LoginTest","CorrectLoginTest","Вход в систему с передачей верных параметров",""
"failed","Sun Nov 10 11:28:45 GMT 2024","Sun Nov 10 11:28:59 GMT 2024","13636","","UI Project Tests","","ProjectUITest","DeletProjectTest","Удаление проекта","Тест на удаление сущности
Тест на отображения диалогового окна"
"failed","Sun Nov 10 11:28:07 GMT 2024","Sun Nov 10 11:28:25 GMT 2024","17514","","UI Dashboard Tests","","DashboardTest","PopupTest","Проверка Popup элемента","Тест на проверку всплывающего сообщения"
