"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Sep 16 11:28:55 GMT 2024","Mon Sep 16 11:29:06 GMT 2024","10988","","UI Project Tests","","ProjectUITest","CreateProjectTest","Создание новго проекта","Тест на создание сущности"
"passed","Mon Sep 16 11:28:18 GMT 2024","Mon Sep 16 11:28:18 GMT 2024","209","","API Project Tests","","ProjectTests","GetProjectInvalidIdApiTest","GetProjectInvalidIdApiTest",""
"passed","Mon Sep 16 11:28:18 GMT 2024","Mon Sep 16 11:28:18 GMT 2024","196","","API Project Tests","","ProjectTests","UpdateProjectApiTest","UpdateProjectApiTest",""
"passed","Mon Sep 16 11:28:17 GMT 2024","Mon Sep 16 11:28:18 GMT 2024","227","","API Project Tests","","ProjectTests","GetProjectApiTest","GetProjectApiTest",""
"passed","Mon Sep 16 11:28:19 GMT 2024","Mon Sep 16 11:28:19 GMT 2024","192","","API TestPlan Tests","","TestPlanTests","DeleteTestPlaneApiTest","DeleteTestPlaneApiTest",""
"passed","Mon Sep 16 11:28:47 GMT 2024","Mon Sep 16 11:28:51 GMT 2024","4681","","UI Login Tests","","LoginTest","CorrectLoginTest","Вход в систему с передачей верных параметров",""
"passed","Mon Sep 16 11:29:19 GMT 2024","Mon Sep 16 11:29:31 GMT 2024","12506","","UI Project Tests","","ProjectUITest","LimitValuesTest","Граничные значения в имени проекта","Тест на проверку поля для ввода на граничные значения"
"passed","Mon Sep 16 11:29:31 GMT 2024","Mon Sep 16 11:29:41 GMT 2024","10226","","UI Project Tests","","ProjectUITest","InvalidDataTest","Недопустимые данные в ключе проекта","Тест на ввод данных превышающих допустимые"
"failed","Mon Sep 16 11:29:06 GMT 2024","Mon Sep 16 11:29:19 GMT 2024","12703","","UI Project Tests","","ProjectUITest","DeletProjectTest","Удаление проекта","Тест на удаление сущности
Тест на отображения диалогового окна"
"passed","Mon Sep 16 11:28:16 GMT 2024","Mon Sep 16 11:28:17 GMT 2024","1056","","API Authentication Tests","","AuthenticationTests","GetAuthenticationInfoTest","GetAuthenticationInfoTest",""
"passed","Mon Sep 16 11:28:19 GMT 2024","Mon Sep 16 11:28:19 GMT 2024","204","","API TestPlan Tests","","TestPlanTests","GetTestPlaneApiTest","GetTestPlaneApiTest",""
"passed","Mon Sep 16 11:28:18 GMT 2024","Mon Sep 16 11:28:18 GMT 2024","213","","API Project Tests","","ProjectTests","DeleteProjectApiTest","DeleteProjectApiTest",""
"failed","Mon Sep 16 11:28:20 GMT 2024","Mon Sep 16 11:28:47 GMT 2024","26791","","UI Dashboard Tests","","DashboardTest","PopupTest","Проверка Popup элемента","Тест на проверку всплывающего сообщения"
"passed","Mon Sep 16 11:28:17 GMT 2024","Mon Sep 16 11:28:17 GMT 2024","713","","API Project Tests","","ProjectTests","CreateProjectApiTest","CreateProjectApiTest",""
"passed","Mon Sep 16 11:29:41 GMT 2024","Mon Sep 16 11:29:53 GMT 2024","11485","","UI Settings Tests","","SettingsTests","UploadAvatarTest","Обновление аватара профеля","Тест на загрузку файла"
"passed","Mon Sep 16 11:28:51 GMT 2024","Mon Sep 16 11:28:55 GMT 2024","3633","","UI Login Tests","","LoginTest","IncorrectLoginTest","Вход в систему с передачей неверных параметров","Тест на использование некорректных данных"
"passed","Mon Sep 16 11:28:19 GMT 2024","Mon Sep 16 11:28:20 GMT 2024","185","","API TestPlan Tests","","TestPlanTests","GetTestPlaneInvalidIdApiTest","GetTestPlaneInvalidIdApiTest",""
"passed","Mon Sep 16 11:28:19 GMT 2024","Mon Sep 16 11:28:19 GMT 2024","220","","API TestPlan Tests","","TestPlanTests","CreateTestPlaneApiTest","CreateTestPlaneApiTest",""
