"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Nov 16 11:28:39 GMT 2024","Sat Nov 16 11:28:39 GMT 2024","112","","API Project Tests","","ProjectTests","GetProjectInvalidIdApiTest","GetProjectInvalidIdApiTest",""
"failed","Sat Nov 16 11:29:27 GMT 2024","Sat Nov 16 11:29:40 GMT 2024","13581","","UI Project Tests","","ProjectUITest","DeletProjectTest","Удаление проекта","Тест на удаление сущности
Тест на отображения диалогового окна"
"passed","Sat Nov 16 11:28:39 GMT 2024","Sat Nov 16 11:28:39 GMT 2024","128","","API Project Tests","","ProjectTests","GetProjectApiTest","GetProjectApiTest",""
"passed","Sat Nov 16 11:28:38 GMT 2024","Sat Nov 16 11:28:39 GMT 2024","560","","API Project Tests","","ProjectTests","CreateProjectApiTest","CreateProjectApiTest",""
"passed","Sat Nov 16 11:28:40 GMT 2024","Sat Nov 16 11:28:40 GMT 2024","150","","API TestPlan Tests","","TestPlanTests","CreateTestPlaneApiTest","CreateTestPlaneApiTest",""
"passed","Sat Nov 16 11:28:40 GMT 2024","Sat Nov 16 11:28:40 GMT 2024","103","","API TestPlan Tests","","TestPlanTests","GetTestPlaneInvalidIdApiTest","GetTestPlaneInvalidIdApiTest",""
"passed","Sat Nov 16 11:30:05 GMT 2024","Sat Nov 16 11:30:17 GMT 2024","12201","","UI Settings Tests","","SettingsTests","UploadAvatarTest","Обновление аватара профеля","Тест на загрузку файла"
"passed","Sat Nov 16 11:28:40 GMT 2024","Sat Nov 16 11:28:40 GMT 2024","149","","API TestPlan Tests","","TestPlanTests","DeleteTestPlaneApiTest","DeleteTestPlaneApiTest",""
"passed","Sat Nov 16 11:28:38 GMT 2024","Sat Nov 16 11:28:38 GMT 2024","834","","API Authentication Tests","","AuthenticationTests","GetAuthenticationInfoTest","GetAuthenticationInfoTest",""
"passed","Sat Nov 16 11:29:15 GMT 2024","Sat Nov 16 11:29:27 GMT 2024","11861","","UI Project Tests","","ProjectUITest","CreateProjectTest","Создание новго проекта","Тест на создание сущности"
"failed","Sat Nov 16 11:28:40 GMT 2024","Sat Nov 16 11:29:07 GMT 2024","26905","","UI Dashboard Tests","","DashboardTest","PopupTest","Проверка Popup элемента","Тест на проверку всплывающего сообщения"
"passed","Sat Nov 16 11:29:11 GMT 2024","Sat Nov 16 11:29:15 GMT 2024","3372","","UI Login Tests","","LoginTest","IncorrectLoginTest","Вход в систему с передачей неверных параметров","Тест на использование некорректных данных"
"passed","Sat Nov 16 11:29:07 GMT 2024","Sat Nov 16 11:29:11 GMT 2024","4210","","UI Login Tests","","LoginTest","CorrectLoginTest","Вход в систему с передачей верных параметров",""
"passed","Sat Nov 16 11:28:39 GMT 2024","Sat Nov 16 11:28:39 GMT 2024","126","","API Project Tests","","ProjectTests","DeleteProjectApiTest","DeleteProjectApiTest",""
"passed","Sat Nov 16 11:28:40 GMT 2024","Sat Nov 16 11:28:40 GMT 2024","133","","API TestPlan Tests","","TestPlanTests","GetTestPlaneApiTest","GetTestPlaneApiTest",""
"passed","Sat Nov 16 11:29:40 GMT 2024","Sat Nov 16 11:29:54 GMT 2024","13661","","UI Project Tests","","ProjectUITest","LimitValuesTest","Граничные значения в имени проекта","Тест на проверку поля для ввода на граничные значения"
"passed","Sat Nov 16 11:28:39 GMT 2024","Sat Nov 16 11:28:39 GMT 2024","122","","API Project Tests","","ProjectTests","UpdateProjectApiTest","UpdateProjectApiTest",""
"passed","Sat Nov 16 11:29:54 GMT 2024","Sat Nov 16 11:30:05 GMT 2024","11171","","UI Project Tests","","ProjectUITest","InvalidDataTest","Недопустимые данные в ключе проекта","Тест на ввод данных превышающих допустимые"
