"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Dec 02 11:29:59 GMT 2024","Mon Dec 02 11:29:59 GMT 2024","119","","API Project Tests","","ProjectTests","GetProjectInvalidIdApiTest","GetProjectInvalidIdApiTest",""
"passed","Mon Dec 02 11:30:22 GMT 2024","Mon Dec 02 11:30:25 GMT 2024","3362","","UI Login Tests","","LoginTest","IncorrectLoginTest","Вход в систему с передачей неверных параметров","Тест на использование некорректных данных"
"passed","Mon Dec 02 11:30:25 GMT 2024","Mon Dec 02 11:30:38 GMT 2024","12412","","UI Project Tests","","ProjectUITest","CreateProjectTest","Создание новго проекта","Тест на создание сущности"
"failed","Mon Dec 02 11:30:38 GMT 2024","Mon Dec 02 11:30:52 GMT 2024","13961","","UI Project Tests","","ProjectUITest","DeletProjectTest","Удаление проекта","Тест на удаление сущности
Тест на отображения диалогового окна"
"passed","Mon Dec 02 11:30:00 GMT 2024","Mon Dec 02 11:30:00 GMT 2024","183","","API TestPlan Tests","","TestPlanTests","CreateTestPlaneApiTest","CreateTestPlaneApiTest",""
"passed","Mon Dec 02 11:30:00 GMT 2024","Mon Dec 02 11:30:00 GMT 2024","120","","API TestPlan Tests","","TestPlanTests","GetTestPlaneApiTest","GetTestPlaneApiTest",""
"passed","Mon Dec 02 11:30:00 GMT 2024","Mon Dec 02 11:30:00 GMT 2024","131","","API TestPlan Tests","","TestPlanTests","DeleteTestPlaneApiTest","DeleteTestPlaneApiTest",""
"passed","Mon Dec 02 11:30:18 GMT 2024","Mon Dec 02 11:30:22 GMT 2024","3878","","UI Login Tests","","LoginTest","CorrectLoginTest","Вход в систему с передачей верных параметров",""
"passed","Mon Dec 02 11:29:59 GMT 2024","Mon Dec 02 11:29:59 GMT 2024","133","","API Project Tests","","ProjectTests","DeleteProjectApiTest","DeleteProjectApiTest",""
"passed","Mon Dec 02 11:30:52 GMT 2024","Mon Dec 02 11:31:06 GMT 2024","14000","","UI Project Tests","","ProjectUITest","LimitValuesTest","Граничные значения в имени проекта","Тест на проверку поля для ввода на граничные значения"
"passed","Mon Dec 02 11:29:58 GMT 2024","Mon Dec 02 11:29:59 GMT 2024","397","","API Project Tests","","ProjectTests","CreateProjectApiTest","CreateProjectApiTest",""
"passed","Mon Dec 02 11:29:59 GMT 2024","Mon Dec 02 11:29:59 GMT 2024","130","","API Project Tests","","ProjectTests","UpdateProjectApiTest","UpdateProjectApiTest",""
"passed","Mon Dec 02 11:29:58 GMT 2024","Mon Dec 02 11:29:58 GMT 2024","821","","API Authentication Tests","","AuthenticationTests","GetAuthenticationInfoTest","GetAuthenticationInfoTest",""
"passed","Mon Dec 02 11:31:06 GMT 2024","Mon Dec 02 11:31:17 GMT 2024","11352","","UI Project Tests","","ProjectUITest","InvalidDataTest","Недопустимые данные в ключе проекта","Тест на ввод данных превышающих допустимые"
"failed","Mon Dec 02 11:30:00 GMT 2024","Mon Dec 02 11:30:18 GMT 2024","17578","","UI Dashboard Tests","","DashboardTest","PopupTest","Проверка Popup элемента","Тест на проверку всплывающего сообщения"
"passed","Mon Dec 02 11:31:17 GMT 2024","Mon Dec 02 11:31:30 GMT 2024","12604","","UI Settings Tests","","SettingsTests","UploadAvatarTest","Обновление аватара профеля","Тест на загрузку файла"
"passed","Mon Dec 02 11:30:00 GMT 2024","Mon Dec 02 11:30:00 GMT 2024","127","","API TestPlan Tests","","TestPlanTests","GetTestPlaneInvalidIdApiTest","GetTestPlaneInvalidIdApiTest",""
"passed","Mon Dec 02 11:29:59 GMT 2024","Mon Dec 02 11:29:59 GMT 2024","166","","API Project Tests","","ProjectTests","GetProjectApiTest","GetProjectApiTest",""
