"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Sep 08 11:28:16 GMT 2024","Sun Sep 08 11:28:16 GMT 2024","730","","API Authentication Tests","","AuthenticationTests","GetAuthenticationInfoTest","GetAuthenticationInfoTest",""
"passed","Sun Sep 08 11:28:17 GMT 2024","Sun Sep 08 11:28:17 GMT 2024","151","","API Project Tests","","ProjectTests","GetProjectApiTest","GetProjectApiTest",""
"passed","Sun Sep 08 11:28:17 GMT 2024","Sun Sep 08 11:28:18 GMT 2024","134","","API Project Tests","","ProjectTests","GetProjectInvalidIdApiTest","GetProjectInvalidIdApiTest",""
"failed","Sun Sep 08 11:28:55 GMT 2024","Sun Sep 08 11:29:07 GMT 2024","12283","","UI Project Tests","","ProjectUITest","DeletProjectTest","Удаление проекта","Тест на удаление сущности
Тест на отображения диалогового окна"
"passed","Sun Sep 08 11:28:18 GMT 2024","Sun Sep 08 11:28:18 GMT 2024","191","","API TestPlan Tests","","TestPlanTests","CreateTestPlaneApiTest","CreateTestPlaneApiTest",""
"passed","Sun Sep 08 11:28:17 GMT 2024","Sun Sep 08 11:28:17 GMT 2024","134","","API Project Tests","","ProjectTests","DeleteProjectApiTest","DeleteProjectApiTest",""
"passed","Sun Sep 08 11:29:07 GMT 2024","Sun Sep 08 11:29:19 GMT 2024","12618","","UI Project Tests","","ProjectUITest","LimitValuesTest","Граничные значения в имени проекта","Тест на проверку поля для ввода на граничные значения"
"passed","Sun Sep 08 11:28:43 GMT 2024","Sun Sep 08 11:28:55 GMT 2024","11322","","UI Project Tests","","ProjectUITest","CreateProjectTest","Создание новго проекта","Тест на создание сущности"
"passed","Sun Sep 08 11:28:18 GMT 2024","Sun Sep 08 11:28:18 GMT 2024","141","","API TestPlan Tests","","TestPlanTests","GetTestPlaneApiTest","GetTestPlaneApiTest",""
"passed","Sun Sep 08 11:28:35 GMT 2024","Sun Sep 08 11:28:40 GMT 2024","4391","","UI Login Tests","","LoginTest","CorrectLoginTest","Вход в систему с передачей верных параметров",""
"passed","Sun Sep 08 11:28:17 GMT 2024","Sun Sep 08 11:28:17 GMT 2024","159","","API Project Tests","","ProjectTests","UpdateProjectApiTest","UpdateProjectApiTest",""
"passed","Sun Sep 08 11:28:16 GMT 2024","Sun Sep 08 11:28:17 GMT 2024","589","","API Project Tests","","ProjectTests","CreateProjectApiTest","CreateProjectApiTest",""
"passed","Sun Sep 08 11:28:18 GMT 2024","Sun Sep 08 11:28:19 GMT 2024","150","","API TestPlan Tests","","TestPlanTests","DeleteTestPlaneApiTest","DeleteTestPlaneApiTest",""
"passed","Sun Sep 08 11:28:40 GMT 2024","Sun Sep 08 11:28:43 GMT 2024","3683","","UI Login Tests","","LoginTest","IncorrectLoginTest","Вход в систему с передачей неверных параметров","Тест на использование некорректных данных"
"passed","Sun Sep 08 11:28:19 GMT 2024","Sun Sep 08 11:28:19 GMT 2024","157","","API TestPlan Tests","","TestPlanTests","GetTestPlaneInvalidIdApiTest","GetTestPlaneInvalidIdApiTest",""
"failed","Sun Sep 08 11:28:19 GMT 2024","Sun Sep 08 11:28:35 GMT 2024","16382","","UI Dashboard Tests","","DashboardTest","PopupTest","Проверка Popup элемента","Тест на проверку всплывающего сообщения"
"passed","Sun Sep 08 11:29:19 GMT 2024","Sun Sep 08 11:29:29 GMT 2024","9800","","UI Project Tests","","ProjectUITest","InvalidDataTest","Недопустимые данные в ключе проекта","Тест на ввод данных превышающих допустимые"
"passed","Sun Sep 08 11:29:29 GMT 2024","Sun Sep 08 11:29:40 GMT 2024","10924","","UI Settings Tests","","SettingsTests","UploadAvatarTest","Обновление аватара профеля","Тест на загрузку файла"
