"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Apr 20 08:00:48 GMT 2024","Sat Apr 20 08:00:48 GMT 2024","208","","API Project Tests","","ProjectTests","GetProjectApiTest","GetProjectApiTest",""
"passed","Sat Apr 20 08:01:29 GMT 2024","Sat Apr 20 08:01:38 GMT 2024","8888","","UI Project Tests","","ProjectUITest","LimitValuesTest","Граничные значения в имени проекта","Тест на проверку поля для ввода на граничные значения"
"passed","Sat Apr 20 08:00:47 GMT 2024","Sat Apr 20 08:00:48 GMT 2024","382","","API Authentication Tests","","AuthenticationTests","GetAuthenticationInfoTest","GetAuthenticationInfoTest",""
"failed","Sat Apr 20 08:00:55 GMT 2024","Sat Apr 20 08:01:09 GMT 2024","13847","","UI Login Tests","","LoginTest","ApiKeyLoginTest","Вход в систему с передачей ApiKeyAuth","Тест воспроизводящий любой дефект"
"passed","Sat Apr 20 08:00:50 GMT 2024","Sat Apr 20 08:00:50 GMT 2024","193","","API TestPlan Tests","","TestPlanTests","DeleteTestPlaneApiTest","DeleteTestPlaneApiTest",""
"passed","Sat Apr 20 08:01:22 GMT 2024","Sat Apr 20 08:01:29 GMT 2024","7375","","UI Project Tests","","ProjectUITest","DeletProjectTest","Удаление проекта","Тест на удаление сущности
Тест на отображения диалогового окна"
"passed","Sat Apr 20 08:00:50 GMT 2024","Sat Apr 20 08:00:50 GMT 2024","187","","API TestPlan Tests","","TestPlanTests","GetTestPlaneInvalidIdApiTest","GetTestPlaneInvalidIdApiTest",""
"passed","Sat Apr 20 08:01:44 GMT 2024","Sat Apr 20 08:01:49 GMT 2024","4686","","UI Settings Tests","","SettingsTests","UploadAvatarTest","Обновление аватара профеля","Тест на загрузку файла"
"passed","Sat Apr 20 08:00:49 GMT 2024","Sat Apr 20 08:00:49 GMT 2024","187","","API Project Tests","","ProjectTests","GetProjectInvalidIdApiTest","GetProjectInvalidIdApiTest",""
"passed","Sat Apr 20 08:01:13 GMT 2024","Sat Apr 20 08:01:17 GMT 2024","3770","","UI Login Tests","","LoginTest","IncorrectLoginTest","Вход в систему с передачей неверных параметров","Тест на использование некорректных данных"
"passed","Sat Apr 20 08:00:48 GMT 2024","Sat Apr 20 08:00:48 GMT 2024","247","","API Project Tests","","ProjectTests","CreateProjectApiTest","CreateProjectApiTest",""
"passed","Sat Apr 20 08:00:50 GMT 2024","Sat Apr 20 08:00:50 GMT 2024","192","","API TestPlan Tests","","TestPlanTests","GetTestPlaneApiTest","GetTestPlaneApiTest",""
"passed","Sat Apr 20 08:01:17 GMT 2024","Sat Apr 20 08:01:22 GMT 2024","5202","","UI Project Tests","","ProjectUITest","CreateProjectTest","Создание новго проекта","Тест на создание сущности"
"passed","Sat Apr 20 08:01:38 GMT 2024","Sat Apr 20 08:01:44 GMT 2024","5645","","UI Project Tests","","ProjectUITest","InvalidDataTest","Недопустимые данные в ключе проекта","Тест на ввод данных превышающих допустимые"
"passed","Sat Apr 20 08:00:48 GMT 2024","Sat Apr 20 08:00:48 GMT 2024","193","","API Project Tests","","ProjectTests","UpdateProjectApiTest","UpdateProjectApiTest",""
"passed","Sat Apr 20 08:00:48 GMT 2024","Sat Apr 20 08:00:49 GMT 2024","189","","API Project Tests","","ProjectTests","DeleteProjectApiTest","DeleteProjectApiTest",""
"passed","Sat Apr 20 08:00:49 GMT 2024","Sat Apr 20 08:00:50 GMT 2024","199","","API TestPlan Tests","","TestPlanTests","CreateTestPlaneApiTest","CreateTestPlaneApiTest",""
"passed","Sat Apr 20 08:00:50 GMT 2024","Sat Apr 20 08:00:55 GMT 2024","4610","","UI Dashboard Tests","","DashboardTest","PopupTest","Проверка Popup элемента","Тест на проверку всплывающего сообщения"
"passed","Sat Apr 20 08:01:09 GMT 2024","Sat Apr 20 08:01:13 GMT 2024","4252","","UI Login Tests","","LoginTest","CorrectLoginTest","Вход в систему с передачей верных параметров",""
