"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon Nov 25 11:30:39 GMT 2024","Mon Nov 25 11:30:54 GMT 2024","15083","","UI Project Tests","","ProjectUITest","DeletProjectTest","Удаление проекта","Тест на удаление сущности
Тест на отображения диалогового окна"
"passed","Mon Nov 25 11:30:25 GMT 2024","Mon Nov 25 11:30:39 GMT 2024","13580","","UI Project Tests","","ProjectUITest","CreateProjectTest","Создание новго проекта","Тест на создание сущности"
"passed","Mon Nov 25 11:29:57 GMT 2024","Mon Nov 25 11:29:58 GMT 2024","236","","API TestPlan Tests","","TestPlanTests","CreateTestPlaneApiTest","CreateTestPlaneApiTest",""
"passed","Mon Nov 25 11:29:58 GMT 2024","Mon Nov 25 11:29:58 GMT 2024","188","","API TestPlan Tests","","TestPlanTests","DeleteTestPlaneApiTest","DeleteTestPlaneApiTest",""
"passed","Mon Nov 25 11:29:55 GMT 2024","Mon Nov 25 11:29:56 GMT 2024","636","","API Project Tests","","ProjectTests","CreateProjectApiTest","CreateProjectApiTest",""
"passed","Mon Nov 25 11:30:22 GMT 2024","Mon Nov 25 11:30:25 GMT 2024","3481","","UI Login Tests","","LoginTest","IncorrectLoginTest","Вход в систему с передачей неверных параметров","Тест на использование некорректных данных"
"failed","Mon Nov 25 11:29:58 GMT 2024","Mon Nov 25 11:30:17 GMT 2024","18736","","UI Dashboard Tests","","DashboardTest","PopupTest","Проверка Popup элемента","Тест на проверку всплывающего сообщения"
"passed","Mon Nov 25 11:29:57 GMT 2024","Mon Nov 25 11:29:57 GMT 2024","177","","API Project Tests","","ProjectTests","GetProjectInvalidIdApiTest","GetProjectInvalidIdApiTest",""
"passed","Mon Nov 25 11:31:21 GMT 2024","Mon Nov 25 11:31:35 GMT 2024","13545","","UI Settings Tests","","SettingsTests","UploadAvatarTest","Обновление аватара профеля","Тест на загрузку файла"
"passed","Mon Nov 25 11:30:17 GMT 2024","Mon Nov 25 11:30:22 GMT 2024","4836","","UI Login Tests","","LoginTest","CorrectLoginTest","Вход в систему с передачей верных параметров",""
"passed","Mon Nov 25 11:29:58 GMT 2024","Mon Nov 25 11:29:58 GMT 2024","203","","API TestPlan Tests","","TestPlanTests","GetTestPlaneApiTest","GetTestPlaneApiTest",""
"passed","Mon Nov 25 11:29:58 GMT 2024","Mon Nov 25 11:29:58 GMT 2024","186","","API TestPlan Tests","","TestPlanTests","GetTestPlaneInvalidIdApiTest","GetTestPlaneInvalidIdApiTest",""
"passed","Mon Nov 25 11:31:09 GMT 2024","Mon Nov 25 11:31:21 GMT 2024","12041","","UI Project Tests","","ProjectUITest","InvalidDataTest","Недопустимые данные в ключе проекта","Тест на ввод данных превышающих допустимые"
"passed","Mon Nov 25 11:29:54 GMT 2024","Mon Nov 25 11:29:55 GMT 2024","1142","","API Authentication Tests","","AuthenticationTests","GetAuthenticationInfoTest","GetAuthenticationInfoTest",""
"passed","Mon Nov 25 11:29:56 GMT 2024","Mon Nov 25 11:29:56 GMT 2024","195","","API Project Tests","","ProjectTests","UpdateProjectApiTest","UpdateProjectApiTest",""
"passed","Mon Nov 25 11:29:56 GMT 2024","Mon Nov 25 11:29:56 GMT 2024","317","","API Project Tests","","ProjectTests","GetProjectApiTest","GetProjectApiTest",""
"passed","Mon Nov 25 11:30:54 GMT 2024","Mon Nov 25 11:31:09 GMT 2024","14842","","UI Project Tests","","ProjectUITest","LimitValuesTest","Граничные значения в имени проекта","Тест на проверку поля для ввода на граничные значения"
"passed","Mon Nov 25 11:29:56 GMT 2024","Mon Nov 25 11:29:57 GMT 2024","217","","API Project Tests","","ProjectTests","DeleteProjectApiTest","DeleteProjectApiTest",""
