"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sun Nov 17 11:28:18 GMT 2024","Sun Nov 17 11:28:36 GMT 2024","17734","","UI Dashboard Tests","","DashboardTest","PopupTest","Проверка Popup элемента","Тест на проверку всплывающего сообщения"
"passed","Sun Nov 17 11:29:35 GMT 2024","Sun Nov 17 11:29:47 GMT 2024","12386","","UI Settings Tests","","SettingsTests","UploadAvatarTest","Обновление аватара профеля","Тест на загрузку файла"
"passed","Sun Nov 17 11:28:15 GMT 2024","Sun Nov 17 11:28:16 GMT 2024","942","","API Authentication Tests","","AuthenticationTests","GetAuthenticationInfoTest","GetAuthenticationInfoTest",""
"passed","Sun Nov 17 11:28:43 GMT 2024","Sun Nov 17 11:28:55 GMT 2024","11878","","UI Project Tests","","ProjectUITest","CreateProjectTest","Создание новго проекта","Тест на создание сущности"
"passed","Sun Nov 17 11:28:40 GMT 2024","Sun Nov 17 11:28:43 GMT 2024","3410","","UI Login Tests","","LoginTest","IncorrectLoginTest","Вход в систему с передачей неверных параметров","Тест на использование некорректных данных"
"failed","Sun Nov 17 11:28:55 GMT 2024","Sun Nov 17 11:29:09 GMT 2024","13769","","UI Project Tests","","ProjectUITest","DeletProjectTest","Удаление проекта","Тест на удаление сущности
Тест на отображения диалогового окна"
"passed","Sun Nov 17 11:28:16 GMT 2024","Sun Nov 17 11:28:16 GMT 2024","609","","API Project Tests","","ProjectTests","CreateProjectApiTest","CreateProjectApiTest",""
"passed","Sun Nov 17 11:28:17 GMT 2024","Sun Nov 17 11:28:18 GMT 2024","209","","API TestPlan Tests","","TestPlanTests","CreateTestPlaneApiTest","CreateTestPlaneApiTest",""
"passed","Sun Nov 17 11:28:18 GMT 2024","Sun Nov 17 11:28:18 GMT 2024","149","","API TestPlan Tests","","TestPlanTests","GetTestPlaneInvalidIdApiTest","GetTestPlaneInvalidIdApiTest",""
"passed","Sun Nov 17 11:29:09 GMT 2024","Sun Nov 17 11:29:23 GMT 2024","13752","","UI Project Tests","","ProjectUITest","LimitValuesTest","Граничные значения в имени проекта","Тест на проверку поля для ввода на граничные значения"
"passed","Sun Nov 17 11:28:17 GMT 2024","Sun Nov 17 11:28:17 GMT 2024","130","","API Project Tests","","ProjectTests","GetProjectInvalidIdApiTest","GetProjectInvalidIdApiTest",""
"passed","Sun Nov 17 11:28:18 GMT 2024","Sun Nov 17 11:28:18 GMT 2024","137","","API TestPlan Tests","","TestPlanTests","DeleteTestPlaneApiTest","DeleteTestPlaneApiTest",""
"passed","Sun Nov 17 11:28:17 GMT 2024","Sun Nov 17 11:28:17 GMT 2024","146","","API Project Tests","","ProjectTests","DeleteProjectApiTest","DeleteProjectApiTest",""
"passed","Sun Nov 17 11:28:17 GMT 2024","Sun Nov 17 11:28:17 GMT 2024","140","","API Project Tests","","ProjectTests","UpdateProjectApiTest","UpdateProjectApiTest",""
"passed","Sun Nov 17 11:29:23 GMT 2024","Sun Nov 17 11:29:35 GMT 2024","11746","","UI Project Tests","","ProjectUITest","InvalidDataTest","Недопустимые данные в ключе проекта","Тест на ввод данных превышающих допустимые"
"passed","Sun Nov 17 11:28:36 GMT 2024","Sun Nov 17 11:28:40 GMT 2024","3976","","UI Login Tests","","LoginTest","CorrectLoginTest","Вход в систему с передачей верных параметров",""
"passed","Sun Nov 17 11:28:18 GMT 2024","Sun Nov 17 11:28:18 GMT 2024","134","","API TestPlan Tests","","TestPlanTests","GetTestPlaneApiTest","GetTestPlaneApiTest",""
"passed","Sun Nov 17 11:28:16 GMT 2024","Sun Nov 17 11:28:17 GMT 2024","144","","API Project Tests","","ProjectTests","GetProjectApiTest","GetProjectApiTest",""
