"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Wed Oct 30 11:29:52 GMT 2024","Wed Oct 30 11:30:06 GMT 2024","14276","","UI Project Tests","","ProjectUITest","DeletProjectTest","Удаление проекта","Тест на удаление сущности
Тест на отображения диалогового окна"
"passed","Wed Oct 30 11:29:31 GMT 2024","Wed Oct 30 11:29:36 GMT 2024","5335","","UI Login Tests","","LoginTest","CorrectLoginTest","Вход в систему с передачей верных параметров",""
"passed","Wed Oct 30 11:28:56 GMT 2024","Wed Oct 30 11:28:56 GMT 2024","704","","API Project Tests","","ProjectTests","CreateProjectApiTest","CreateProjectApiTest",""
"passed","Wed Oct 30 11:28:58 GMT 2024","Wed Oct 30 11:28:58 GMT 2024","199","","API TestPlan Tests","","TestPlanTests","GetTestPlaneApiTest","GetTestPlaneApiTest",""
"passed","Wed Oct 30 11:29:39 GMT 2024","Wed Oct 30 11:29:52 GMT 2024","12781","","UI Project Tests","","ProjectUITest","CreateProjectTest","Создание новго проекта","Тест на создание сущности"
"passed","Wed Oct 30 11:28:57 GMT 2024","Wed Oct 30 11:28:57 GMT 2024","220","","API Project Tests","","ProjectTests","GetProjectApiTest","GetProjectApiTest",""
"passed","Wed Oct 30 11:28:57 GMT 2024","Wed Oct 30 11:28:57 GMT 2024","183","","API Project Tests","","ProjectTests","UpdateProjectApiTest","UpdateProjectApiTest",""
"passed","Wed Oct 30 11:28:57 GMT 2024","Wed Oct 30 11:28:57 GMT 2024","177","","API Project Tests","","ProjectTests","GetProjectInvalidIdApiTest","GetProjectInvalidIdApiTest",""
"passed","Wed Oct 30 11:30:21 GMT 2024","Wed Oct 30 11:30:33 GMT 2024","11735","","UI Project Tests","","ProjectUITest","InvalidDataTest","Недопустимые данные в ключе проекта","Тест на ввод данных превышающих допустимые"
"passed","Wed Oct 30 11:30:33 GMT 2024","Wed Oct 30 11:30:47 GMT 2024","14268","","UI Settings Tests","","SettingsTests","UploadAvatarTest","Обновление аватара профеля","Тест на загрузку файла"
"passed","Wed Oct 30 11:28:58 GMT 2024","Wed Oct 30 11:28:58 GMT 2024","185","","API TestPlan Tests","","TestPlanTests","DeleteTestPlaneApiTest","DeleteTestPlaneApiTest",""
"failed","Wed Oct 30 11:28:59 GMT 2024","Wed Oct 30 11:29:31 GMT 2024","31851","","UI Dashboard Tests","","DashboardTest","PopupTest","Проверка Popup элемента","Тест на проверку всплывающего сообщения"
"passed","Wed Oct 30 11:28:55 GMT 2024","Wed Oct 30 11:28:56 GMT 2024","970","","API Authentication Tests","","AuthenticationTests","GetAuthenticationInfoTest","GetAuthenticationInfoTest",""
"passed","Wed Oct 30 11:28:58 GMT 2024","Wed Oct 30 11:28:58 GMT 2024","255","","API TestPlan Tests","","TestPlanTests","CreateTestPlaneApiTest","CreateTestPlaneApiTest",""
"passed","Wed Oct 30 11:30:06 GMT 2024","Wed Oct 30 11:30:21 GMT 2024","14437","","UI Project Tests","","ProjectUITest","LimitValuesTest","Граничные значения в имени проекта","Тест на проверку поля для ввода на граничные значения"
"passed","Wed Oct 30 11:28:57 GMT 2024","Wed Oct 30 11:28:57 GMT 2024","187","","API Project Tests","","ProjectTests","DeleteProjectApiTest","DeleteProjectApiTest",""
"passed","Wed Oct 30 11:29:36 GMT 2024","Wed Oct 30 11:29:39 GMT 2024","3428","","UI Login Tests","","LoginTest","IncorrectLoginTest","Вход в систему с передачей неверных параметров","Тест на использование некорректных данных"
"passed","Wed Oct 30 11:28:58 GMT 2024","Wed Oct 30 11:28:59 GMT 2024","178","","API TestPlan Tests","","TestPlanTests","GetTestPlaneInvalidIdApiTest","GetTestPlaneInvalidIdApiTest",""
