"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Dec 22 11:29:31 GMT 2024","Sun Dec 22 11:29:46 GMT 2024","14690","","UI Project Tests","","ProjectUITest","LimitValuesTest","Граничные значения в имени проекта","Тест на проверку поля для ввода на граничные значения"
"passed","Sun Dec 22 11:28:26 GMT 2024","Sun Dec 22 11:28:26 GMT 2024","181","","API TestPlan Tests","","TestPlanTests","CreateTestPlaneApiTest","CreateTestPlaneApiTest",""
"passed","Sun Dec 22 11:28:25 GMT 2024","Sun Dec 22 11:28:25 GMT 2024","150","","API Project Tests","","ProjectTests","DeleteProjectApiTest","DeleteProjectApiTest",""
"passed","Sun Dec 22 11:28:26 GMT 2024","Sun Dec 22 11:28:26 GMT 2024","152","","API TestPlan Tests","","TestPlanTests","GetTestPlaneInvalidIdApiTest","GetTestPlaneInvalidIdApiTest",""
"passed","Sun Dec 22 11:28:55 GMT 2024","Sun Dec 22 11:29:00 GMT 2024","5011","","UI Login Tests","","LoginTest","CorrectLoginTest","Вход в систему с передачей верных параметров",""
"failed","Sun Dec 22 11:29:17 GMT 2024","Sun Dec 22 11:29:31 GMT 2024","14596","","UI Project Tests","","ProjectUITest","DeletProjectTest","Удаление проекта","Тест на удаление сущности
Тест на отображения диалогового окна"
"failed","Sun Dec 22 11:28:27 GMT 2024","Sun Dec 22 11:28:55 GMT 2024","28212","","UI Dashboard Tests","","DashboardTest","PopupTest","Проверка Popup элемента","Тест на проверку всплывающего сообщения"
"passed","Sun Dec 22 11:29:58 GMT 2024","Sun Dec 22 11:30:11 GMT 2024","13292","","UI Settings Tests","","SettingsTests","UploadAvatarTest","Обновление аватара профеля","Тест на загрузку файла"
"passed","Sun Dec 22 11:28:25 GMT 2024","Sun Dec 22 11:28:25 GMT 2024","149","","API Project Tests","","ProjectTests","UpdateProjectApiTest","UpdateProjectApiTest",""
"passed","Sun Dec 22 11:28:26 GMT 2024","Sun Dec 22 11:28:26 GMT 2024","148","","API TestPlan Tests","","TestPlanTests","GetTestPlaneApiTest","GetTestPlaneApiTest",""
"passed","Sun Dec 22 11:29:03 GMT 2024","Sun Dec 22 11:29:17 GMT 2024","13440","","UI Project Tests","","ProjectUITest","CreateProjectTest","Создание новго проекта","Тест на создание сущности"
"passed","Sun Dec 22 11:29:00 GMT 2024","Sun Dec 22 11:29:03 GMT 2024","3491","","UI Login Tests","","LoginTest","IncorrectLoginTest","Вход в систему с передачей неверных параметров","Тест на использование некорректных данных"
"passed","Sun Dec 22 11:28:26 GMT 2024","Sun Dec 22 11:28:26 GMT 2024","149","","API TestPlan Tests","","TestPlanTests","DeleteTestPlaneApiTest","DeleteTestPlaneApiTest",""
"passed","Sun Dec 22 11:28:25 GMT 2024","Sun Dec 22 11:28:25 GMT 2024","137","","API Project Tests","","ProjectTests","GetProjectInvalidIdApiTest","GetProjectInvalidIdApiTest",""
"passed","Sun Dec 22 11:28:25 GMT 2024","Sun Dec 22 11:28:25 GMT 2024","159","","API Project Tests","","ProjectTests","GetProjectApiTest","GetProjectApiTest",""
"passed","Sun Dec 22 11:29:46 GMT 2024","Sun Dec 22 11:29:58 GMT 2024","12160","","UI Project Tests","","ProjectUITest","InvalidDataTest","Недопустимые данные в ключе проекта","Тест на ввод данных превышающих допустимые"
"passed","Sun Dec 22 11:28:24 GMT 2024","Sun Dec 22 11:28:25 GMT 2024","626","","API Project Tests","","ProjectTests","CreateProjectApiTest","CreateProjectApiTest",""
"passed","Sun Dec 22 11:28:23 GMT 2024","Sun Dec 22 11:28:24 GMT 2024","938","","API Authentication Tests","","AuthenticationTests","GetAuthenticationInfoTest","GetAuthenticationInfoTest",""
