"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Dec 28 11:28:06 GMT 2024","Sat Dec 28 11:28:06 GMT 2024","141","","API Project Tests","","ProjectTests","GetProjectInvalidIdApiTest","GetProjectInvalidIdApiTest",""
"passed","Sat Dec 28 11:28:07 GMT 2024","Sat Dec 28 11:28:07 GMT 2024","189","","API TestPlan Tests","","TestPlanTests","CreateTestPlaneApiTest","CreateTestPlaneApiTest",""
"passed","Sat Dec 28 11:29:20 GMT 2024","Sat Dec 28 11:29:33 GMT 2024","12974","","UI Project Tests","","ProjectUITest","InvalidDataTest","Недопустимые данные в ключе проекта","Тест на ввод данных превышающих допустимые"
"passed","Sat Dec 28 11:28:07 GMT 2024","Sat Dec 28 11:28:07 GMT 2024","134","","API TestPlan Tests","","TestPlanTests","GetTestPlaneInvalidIdApiTest","GetTestPlaneInvalidIdApiTest",""
"failed","Sat Dec 28 11:28:08 GMT 2024","Sat Dec 28 11:28:26 GMT 2024","17961","","UI Dashboard Tests","","DashboardTest","PopupTest","Проверка Popup элемента","Тест на проверку всплывающего сообщения"
"failed","Sat Dec 28 11:28:48 GMT 2024","Sat Dec 28 11:29:04 GMT 2024","16206","","UI Project Tests","","ProjectUITest","DeletProjectTest","Удаление проекта","Тест на удаление сущности
Тест на отображения диалогового окна"
"passed","Sat Dec 28 11:28:07 GMT 2024","Sat Dec 28 11:28:07 GMT 2024","145","","API TestPlan Tests","","TestPlanTests","DeleteTestPlaneApiTest","DeleteTestPlaneApiTest",""
"passed","Sat Dec 28 11:28:07 GMT 2024","Sat Dec 28 11:28:07 GMT 2024","141","","API TestPlan Tests","","TestPlanTests","GetTestPlaneApiTest","GetTestPlaneApiTest",""
"passed","Sat Dec 28 11:28:06 GMT 2024","Sat Dec 28 11:28:06 GMT 2024","195","","API Project Tests","","ProjectTests","DeleteProjectApiTest","DeleteProjectApiTest",""
"passed","Sat Dec 28 11:28:04 GMT 2024","Sat Dec 28 11:28:05 GMT 2024","879","","API Authentication Tests","","AuthenticationTests","GetAuthenticationInfoTest","GetAuthenticationInfoTest",""
"passed","Sat Dec 28 11:28:06 GMT 2024","Sat Dec 28 11:28:06 GMT 2024","160","","API Project Tests","","ProjectTests","GetProjectApiTest","GetProjectApiTest",""
"passed","Sat Dec 28 11:28:34 GMT 2024","Sat Dec 28 11:28:48 GMT 2024","13683","","UI Project Tests","","ProjectUITest","CreateProjectTest","Создание новго проекта","Тест на создание сущности"
"passed","Sat Dec 28 11:28:26 GMT 2024","Sat Dec 28 11:28:31 GMT 2024","5111","","UI Login Tests","","LoginTest","CorrectLoginTest","Вход в систему с передачей верных параметров",""
"passed","Sat Dec 28 11:28:06 GMT 2024","Sat Dec 28 11:28:06 GMT 2024","145","","API Project Tests","","ProjectTests","UpdateProjectApiTest","UpdateProjectApiTest",""
"passed","Sat Dec 28 11:29:04 GMT 2024","Sat Dec 28 11:29:20 GMT 2024","15387","","UI Project Tests","","ProjectUITest","LimitValuesTest","Граничные значения в имени проекта","Тест на проверку поля для ввода на граничные значения"
"passed","Sat Dec 28 11:28:05 GMT 2024","Sat Dec 28 11:28:06 GMT 2024","629","","API Project Tests","","ProjectTests","CreateProjectApiTest","CreateProjectApiTest",""
"passed","Sat Dec 28 11:29:33 GMT 2024","Sat Dec 28 11:29:47 GMT 2024","14557","","UI Settings Tests","","SettingsTests","UploadAvatarTest","Обновление аватара профеля","Тест на загрузку файла"
"passed","Sat Dec 28 11:28:31 GMT 2024","Sat Dec 28 11:28:34 GMT 2024","3598","","UI Login Tests","","LoginTest","IncorrectLoginTest","Вход в систему с передачей неверных параметров","Тест на использование некорректных данных"
