"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Apr 19 03:49:31 GMT 2024","Fri Apr 19 03:49:31 GMT 2024","189","","API TestPlan Tests","","TestPlanTests","DeleteTestPlaneApiTest","DeleteTestPlaneApiTest",""
"passed","Fri Apr 19 03:49:31 GMT 2024","Fri Apr 19 03:49:31 GMT 2024","194","","API TestPlan Tests","","TestPlanTests","GetTestPlaneApiTest","GetTestPlaneApiTest",""
"passed","Fri Apr 19 03:49:32 GMT 2024","Fri Apr 19 03:49:38 GMT 2024","6456","","UI Dashboard Tests","","DashboardTest","PopupTest","Проверка Popup элемента","Тест на проверку всплывающего сообщения"
"passed","Fri Apr 19 03:49:29 GMT 2024","Fri Apr 19 03:49:29 GMT 2024","217","","API Project Tests","","ProjectTests","GetProjectApiTest","GetProjectApiTest",""
"passed","Fri Apr 19 03:49:28 GMT 2024","Fri Apr 19 03:49:29 GMT 2024","819","","API Authentication Tests","","AuthenticationTests","GetAuthenticationInfoTest","GetAuthenticationInfoTest",""
"passed","Fri Apr 19 03:49:29 GMT 2024","Fri Apr 19 03:49:29 GMT 2024","655","","API Project Tests","","ProjectTests","CreateProjectApiTest","CreateProjectApiTest",""
"passed","Fri Apr 19 03:49:59 GMT 2024","Fri Apr 19 03:50:07 GMT 2024","8455","","UI Project Tests","","ProjectUITest","LimitValuesTest","Граничные значения в имени проекта","Тест на проверку поля для ввода на граничные значения"
"passed","Fri Apr 19 03:49:51 GMT 2024","Fri Apr 19 03:49:59 GMT 2024","7447","","UI Project Tests","","ProjectUITest","DeletProjectTest","Удаление проекта","Тест на удаление сущности
Тест на отображения диалогового окна"
"passed","Fri Apr 19 03:50:13 GMT 2024","Fri Apr 19 03:50:18 GMT 2024","4756","","UI Settings Tests","","SettingsTests","UploadAvatarTest","Обновление аватара профеля","Тест на загрузку файла"
"passed","Fri Apr 19 03:49:31 GMT 2024","Fri Apr 19 03:49:31 GMT 2024","184","","API TestPlan Tests","","TestPlanTests","GetTestPlaneInvalidIdApiTest","GetTestPlaneInvalidIdApiTest",""
"passed","Fri Apr 19 03:50:07 GMT 2024","Fri Apr 19 03:50:13 GMT 2024","5721","","UI Project Tests","","ProjectUITest","InvalidDataTest","Недопустимые данные в ключе проекта","Тест на ввод данных превышающих допустимые"
"passed","Fri Apr 19 03:49:38 GMT 2024","Fri Apr 19 03:49:42 GMT 2024","4344","","UI Login Tests","","LoginTest","CorrectLoginTest","Вход в систему с передачей верных параметров",""
"passed","Fri Apr 19 03:49:42 GMT 2024","Fri Apr 19 03:49:46 GMT 2024","3667","","UI Login Tests","","LoginTest","IncorrectLoginTest","Вход в систему с передачей неверных параметров","Тест на использование некорректных данных"
"passed","Fri Apr 19 03:49:29 GMT 2024","Fri Apr 19 03:49:30 GMT 2024","192","","API Project Tests","","ProjectTests","UpdateProjectApiTest","UpdateProjectApiTest",""
"passed","Fri Apr 19 03:49:30 GMT 2024","Fri Apr 19 03:49:30 GMT 2024","186","","API Project Tests","","ProjectTests","DeleteProjectApiTest","DeleteProjectApiTest",""
"passed","Fri Apr 19 03:49:31 GMT 2024","Fri Apr 19 03:49:31 GMT 2024","209","","API TestPlan Tests","","TestPlanTests","CreateTestPlaneApiTest","CreateTestPlaneApiTest",""
"passed","Fri Apr 19 03:49:46 GMT 2024","Fri Apr 19 03:49:51 GMT 2024","5208","","UI Project Tests","","ProjectUITest","CreateProjectTest","Создание новго проекта","Тест на создание сущности"
"passed","Fri Apr 19 03:49:30 GMT 2024","Fri Apr 19 03:49:30 GMT 2024","182","","API Project Tests","","ProjectTests","GetProjectInvalidIdApiTest","GetProjectInvalidIdApiTest",""
