"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Nov 29 11:29:56 GMT 2024","Fri Nov 29 11:30:01 GMT 2024","5367","","UI Login Tests","","LoginTest","CorrectLoginTest","Вход в систему с передачей верных параметров",""
"passed","Fri Nov 29 11:29:35 GMT 2024","Fri Nov 29 11:29:35 GMT 2024","243","","API Project Tests","","ProjectTests","GetProjectApiTest","GetProjectApiTest",""
"failed","Fri Nov 29 11:29:38 GMT 2024","Fri Nov 29 11:29:56 GMT 2024","18305","","UI Dashboard Tests","","DashboardTest","PopupTest","Проверка Popup элемента","Тест на проверку всплывающего сообщения"
"passed","Fri Nov 29 11:29:34 GMT 2024","Fri Nov 29 11:29:35 GMT 2024","787","","API Project Tests","","ProjectTests","CreateProjectApiTest","CreateProjectApiTest",""
"passed","Fri Nov 29 11:29:36 GMT 2024","Fri Nov 29 11:29:36 GMT 2024","200","","API Project Tests","","ProjectTests","DeleteProjectApiTest","DeleteProjectApiTest",""
"passed","Fri Nov 29 11:30:40 GMT 2024","Fri Nov 29 11:30:55 GMT 2024","14905","","UI Project Tests","","ProjectUITest","LimitValuesTest","Граничные значения в имени проекта","Тест на проверку поля для ввода на граничные значения"
"passed","Fri Nov 29 11:29:37 GMT 2024","Fri Nov 29 11:29:37 GMT 2024","189","","API TestPlan Tests","","TestPlanTests","GetTestPlaneInvalidIdApiTest","GetTestPlaneInvalidIdApiTest",""
"failed","Fri Nov 29 11:30:18 GMT 2024","Fri Nov 29 11:30:40 GMT 2024","22087","","UI Project Tests","","ProjectUITest","DeletProjectTest","Удаление проекта","Тест на удаление сущности
Тест на отображения диалогового окна"
"passed","Fri Nov 29 11:31:07 GMT 2024","Fri Nov 29 11:31:21 GMT 2024","13432","","UI Settings Tests","","SettingsTests","UploadAvatarTest","Обновление аватара профеля","Тест на загрузку файла"
"passed","Fri Nov 29 11:29:37 GMT 2024","Fri Nov 29 11:29:37 GMT 2024","196","","API TestPlan Tests","","TestPlanTests","GetTestPlaneApiTest","GetTestPlaneApiTest",""
"passed","Fri Nov 29 11:29:37 GMT 2024","Fri Nov 29 11:29:37 GMT 2024","201","","API TestPlan Tests","","TestPlanTests","DeleteTestPlaneApiTest","DeleteTestPlaneApiTest",""
"passed","Fri Nov 29 11:29:37 GMT 2024","Fri Nov 29 11:29:37 GMT 2024","246","","API TestPlan Tests","","TestPlanTests","CreateTestPlaneApiTest","CreateTestPlaneApiTest",""
"passed","Fri Nov 29 11:29:35 GMT 2024","Fri Nov 29 11:29:36 GMT 2024","212","","API Project Tests","","ProjectTests","UpdateProjectApiTest","UpdateProjectApiTest",""
"passed","Fri Nov 29 11:29:36 GMT 2024","Fri Nov 29 11:29:36 GMT 2024","189","","API Project Tests","","ProjectTests","GetProjectInvalidIdApiTest","GetProjectInvalidIdApiTest",""
"passed","Fri Nov 29 11:30:01 GMT 2024","Fri Nov 29 11:30:05 GMT 2024","3700","","UI Login Tests","","LoginTest","IncorrectLoginTest","Вход в систему с передачей неверных параметров","Тест на использование некорректных данных"
"passed","Fri Nov 29 11:30:05 GMT 2024","Fri Nov 29 11:30:18 GMT 2024","13159","","UI Project Tests","","ProjectUITest","CreateProjectTest","Создание новго проекта","Тест на создание сущности"
"passed","Fri Nov 29 11:29:33 GMT 2024","Fri Nov 29 11:29:34 GMT 2024","1085","","API Authentication Tests","","AuthenticationTests","GetAuthenticationInfoTest","GetAuthenticationInfoTest",""
"passed","Fri Nov 29 11:30:55 GMT 2024","Fri Nov 29 11:31:07 GMT 2024","12299","","UI Project Tests","","ProjectUITest","InvalidDataTest","Недопустимые данные в ключе проекта","Тест на ввод данных превышающих допустимые"
