"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Oct 10 11:28:33 GMT 2024","Thu Oct 10 11:28:33 GMT 2024","127","","API Project Tests","","ProjectTests","UpdateProjectApiTest","UpdateProjectApiTest",""
"passed","Thu Oct 10 11:29:45 GMT 2024","Thu Oct 10 11:29:55 GMT 2024","10363","","UI Project Tests","","ProjectUITest","InvalidDataTest","Недопустимые данные в ключе проекта","Тест на ввод данных превышающих допустимые"
"failed","Thu Oct 10 11:29:19 GMT 2024","Thu Oct 10 11:29:31 GMT 2024","12778","","UI Project Tests","","ProjectUITest","DeletProjectTest","Удаление проекта","Тест на удаление сущности
Тест на отображения диалогового окна"
"passed","Thu Oct 10 11:29:08 GMT 2024","Thu Oct 10 11:29:19 GMT 2024","10981","","UI Project Tests","","ProjectUITest","CreateProjectTest","Создание новго проекта","Тест на создание сущности"
"passed","Thu Oct 10 11:28:34 GMT 2024","Thu Oct 10 11:28:34 GMT 2024","122","","API TestPlan Tests","","TestPlanTests","GetTestPlaneInvalidIdApiTest","GetTestPlaneInvalidIdApiTest",""
"passed","Thu Oct 10 11:29:55 GMT 2024","Thu Oct 10 11:30:07 GMT 2024","11647","","UI Settings Tests","","SettingsTests","UploadAvatarTest","Обновление аватара профеля","Тест на загрузку файла"
"passed","Thu Oct 10 11:29:31 GMT 2024","Thu Oct 10 11:29:45 GMT 2024","13078","","UI Project Tests","","ProjectUITest","LimitValuesTest","Граничные значения в имени проекта","Тест на проверку поля для ввода на граничные значения"
"passed","Thu Oct 10 11:28:33 GMT 2024","Thu Oct 10 11:28:33 GMT 2024","151","","API Project Tests","","ProjectTests","DeleteProjectApiTest","DeleteProjectApiTest",""
"passed","Thu Oct 10 11:28:34 GMT 2024","Thu Oct 10 11:28:34 GMT 2024","127","","API TestPlan Tests","","TestPlanTests","DeleteTestPlaneApiTest","DeleteTestPlaneApiTest",""
"passed","Thu Oct 10 11:28:32 GMT 2024","Thu Oct 10 11:28:33 GMT 2024","542","","API Project Tests","","ProjectTests","CreateProjectApiTest","CreateProjectApiTest",""
"failed","Thu Oct 10 11:28:35 GMT 2024","Thu Oct 10 11:29:00 GMT 2024","25667","","UI Dashboard Tests","","DashboardTest","PopupTest","Проверка Popup элемента","Тест на проверку всплывающего сообщения"
"passed","Thu Oct 10 11:28:34 GMT 2024","Thu Oct 10 11:28:34 GMT 2024","150","","API TestPlan Tests","","TestPlanTests","GetTestPlaneApiTest","GetTestPlaneApiTest",""
"passed","Thu Oct 10 11:28:33 GMT 2024","Thu Oct 10 11:28:33 GMT 2024","114","","API Project Tests","","ProjectTests","GetProjectInvalidIdApiTest","GetProjectInvalidIdApiTest",""
"passed","Thu Oct 10 11:28:33 GMT 2024","Thu Oct 10 11:28:33 GMT 2024","148","","API Project Tests","","ProjectTests","GetProjectApiTest","GetProjectApiTest",""
"passed","Thu Oct 10 11:28:34 GMT 2024","Thu Oct 10 11:28:34 GMT 2024","180","","API TestPlan Tests","","TestPlanTests","CreateTestPlaneApiTest","CreateTestPlaneApiTest",""
"passed","Thu Oct 10 11:28:32 GMT 2024","Thu Oct 10 11:28:32 GMT 2024","712","","API Authentication Tests","","AuthenticationTests","GetAuthenticationInfoTest","GetAuthenticationInfoTest",""
"passed","Thu Oct 10 11:29:00 GMT 2024","Thu Oct 10 11:29:04 GMT 2024","4205","","UI Login Tests","","LoginTest","CorrectLoginTest","Вход в систему с передачей верных параметров",""
"passed","Thu Oct 10 11:29:04 GMT 2024","Thu Oct 10 11:29:08 GMT 2024","3331","","UI Login Tests","","LoginTest","IncorrectLoginTest","Вход в систему с передачей неверных параметров","Тест на использование некорректных данных"
