"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jan 31 11:34:55 GMT 2025","Fri Jan 31 11:34:55 GMT 2025","159","","API TestPlan Tests","","TestPlanTests","CreateTestPlaneApiTest","CreateTestPlaneApiTest",""
"passed","Fri Jan 31 11:35:17 GMT 2025","Fri Jan 31 11:35:20 GMT 2025","3430","","UI Login Tests","","LoginTest","IncorrectLoginTest","Вход в систему с передачей неверных параметров","Тест на использование некорректных данных"
"passed","Fri Jan 31 11:36:06 GMT 2025","Fri Jan 31 11:36:18 GMT 2025","12757","","UI Project Tests","","ProjectUITest","InvalidDataTest","Недопустимые данные в ключе проекта","Тест на ввод данных превышающих допустимые"
"passed","Fri Jan 31 11:35:20 GMT 2025","Fri Jan 31 11:35:35 GMT 2025","14550","","UI Project Tests","","ProjectUITest","CreateProjectTest","Создание новго проекта","Тест на создание сущности"
"passed","Fri Jan 31 11:35:50 GMT 2025","Fri Jan 31 11:36:06 GMT 2025","15524","","UI Project Tests","","ProjectUITest","LimitValuesTest","Граничные значения в имени проекта","Тест на проверку поля для ввода на граничные значения"
"passed","Fri Jan 31 11:34:55 GMT 2025","Fri Jan 31 11:34:55 GMT 2025","125","","API TestPlan Tests","","TestPlanTests","GetTestPlaneApiTest","GetTestPlaneApiTest",""
"passed","Fri Jan 31 11:34:55 GMT 2025","Fri Jan 31 11:34:55 GMT 2025","123","","API Project Tests","","ProjectTests","GetProjectInvalidIdApiTest","GetProjectInvalidIdApiTest",""
"passed","Fri Jan 31 11:34:54 GMT 2025","Fri Jan 31 11:34:54 GMT 2025","191","","API Project Tests","","ProjectTests","GetProjectApiTest","GetProjectApiTest",""
"passed","Fri Jan 31 11:36:18 GMT 2025","Fri Jan 31 11:36:32 GMT 2025","14078","","UI Settings Tests","","SettingsTests","UploadAvatarTest","Обновление аватара профеля","Тест на загрузку файла"
"passed","Fri Jan 31 11:34:54 GMT 2025","Fri Jan 31 11:34:55 GMT 2025","129","","API Project Tests","","ProjectTests","UpdateProjectApiTest","UpdateProjectApiTest",""
"passed","Fri Jan 31 11:34:54 GMT 2025","Fri Jan 31 11:34:54 GMT 2025","452","","API Project Tests","","ProjectTests","CreateProjectApiTest","CreateProjectApiTest",""
"passed","Fri Jan 31 11:34:56 GMT 2025","Fri Jan 31 11:34:56 GMT 2025","124","","API TestPlan Tests","","TestPlanTests","GetTestPlaneInvalidIdApiTest","GetTestPlaneInvalidIdApiTest",""
"failed","Fri Jan 31 11:35:35 GMT 2025","Fri Jan 31 11:35:50 GMT 2025","15406","","UI Project Tests","","ProjectUITest","DeletProjectTest","Удаление проекта","Тест на удаление сущности
Тест на отображения диалогового окна"
"passed","Fri Jan 31 11:34:55 GMT 2025","Fri Jan 31 11:34:56 GMT 2025","127","","API TestPlan Tests","","TestPlanTests","DeleteTestPlaneApiTest","DeleteTestPlaneApiTest",""
"failed","Fri Jan 31 11:34:56 GMT 2025","Fri Jan 31 11:35:13 GMT 2025","16881","","UI Dashboard Tests","","DashboardTest","PopupTest","Проверка Popup элемента","Тест на проверку всплывающего сообщения"
"passed","Fri Jan 31 11:34:55 GMT 2025","Fri Jan 31 11:34:55 GMT 2025","133","","API Project Tests","","ProjectTests","DeleteProjectApiTest","DeleteProjectApiTest",""
"passed","Fri Jan 31 11:34:53 GMT 2025","Fri Jan 31 11:34:54 GMT 2025","546","","API Authentication Tests","","AuthenticationTests","GetAuthenticationInfoTest","GetAuthenticationInfoTest",""
"passed","Fri Jan 31 11:35:13 GMT 2025","Fri Jan 31 11:35:17 GMT 2025","3903","","UI Login Tests","","LoginTest","CorrectLoginTest","Вход в систему с передачей верных параметров",""
