"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Dec 21 11:28:12 GMT 2024","Sat Dec 21 11:28:12 GMT 2024","165","","API Project Tests","","ProjectTests","GetProjectApiTest","GetProjectApiTest",""
"passed","Sat Dec 21 11:28:13 GMT 2024","Sat Dec 21 11:28:13 GMT 2024","169","","API TestPlan Tests","","TestPlanTests","CreateTestPlaneApiTest","CreateTestPlaneApiTest",""
"passed","Sat Dec 21 11:28:13 GMT 2024","Sat Dec 21 11:28:13 GMT 2024","121","","API TestPlan Tests","","TestPlanTests","DeleteTestPlaneApiTest","DeleteTestPlaneApiTest",""
"passed","Sat Dec 21 11:29:06 GMT 2024","Sat Dec 21 11:29:21 GMT 2024","14646","","UI Project Tests","","ProjectUITest","LimitValuesTest","Граничные значения в имени проекта","Тест на проверку поля для ввода на граничные значения"
"passed","Sat Dec 21 11:28:11 GMT 2024","Sat Dec 21 11:28:12 GMT 2024","576","","API Project Tests","","ProjectTests","CreateProjectApiTest","CreateProjectApiTest",""
"passed","Sat Dec 21 11:29:33 GMT 2024","Sat Dec 21 11:29:46 GMT 2024","13189","","UI Settings Tests","","SettingsTests","UploadAvatarTest","Обновление аватара профеля","Тест на загрузку файла"
"passed","Sat Dec 21 11:28:12 GMT 2024","Sat Dec 21 11:28:12 GMT 2024","126","","API Project Tests","","ProjectTests","UpdateProjectApiTest","UpdateProjectApiTest",""
"passed","Sat Dec 21 11:28:31 GMT 2024","Sat Dec 21 11:28:36 GMT 2024","4908","","UI Login Tests","","LoginTest","CorrectLoginTest","Вход в систему с передачей верных параметров",""
"passed","Sat Dec 21 11:28:36 GMT 2024","Sat Dec 21 11:28:39 GMT 2024","3377","","UI Login Tests","","LoginTest","IncorrectLoginTest","Вход в систему с передачей неверных параметров","Тест на использование некорректных данных"
"failed","Sat Dec 21 11:28:52 GMT 2024","Sat Dec 21 11:29:06 GMT 2024","14348","","UI Project Tests","","ProjectUITest","DeletProjectTest","Удаление проекта","Тест на удаление сущности
Тест на отображения диалогового окна"
"passed","Sat Dec 21 11:28:39 GMT 2024","Sat Dec 21 11:28:52 GMT 2024","12829","","UI Project Tests","","ProjectUITest","CreateProjectTest","Создание новго проекта","Тест на создание сущности"
"passed","Sat Dec 21 11:28:12 GMT 2024","Sat Dec 21 11:28:13 GMT 2024","111","","API Project Tests","","ProjectTests","GetProjectInvalidIdApiTest","GetProjectInvalidIdApiTest",""
"passed","Sat Dec 21 11:28:13 GMT 2024","Sat Dec 21 11:28:13 GMT 2024","136","","API TestPlan Tests","","TestPlanTests","GetTestPlaneApiTest","GetTestPlaneApiTest",""
"passed","Sat Dec 21 11:29:21 GMT 2024","Sat Dec 21 11:29:33 GMT 2024","11822","","UI Project Tests","","ProjectUITest","InvalidDataTest","Недопустимые данные в ключе проекта","Тест на ввод данных превышающих допустимые"
"passed","Sat Dec 21 11:28:11 GMT 2024","Sat Dec 21 11:28:11 GMT 2024","842","","API Authentication Tests","","AuthenticationTests","GetAuthenticationInfoTest","GetAuthenticationInfoTest",""
"passed","Sat Dec 21 11:28:13 GMT 2024","Sat Dec 21 11:28:13 GMT 2024","112","","API TestPlan Tests","","TestPlanTests","GetTestPlaneInvalidIdApiTest","GetTestPlaneInvalidIdApiTest",""
"passed","Sat Dec 21 11:28:12 GMT 2024","Sat Dec 21 11:28:12 GMT 2024","148","","API Project Tests","","ProjectTests","DeleteProjectApiTest","DeleteProjectApiTest",""
"failed","Sat Dec 21 11:28:14 GMT 2024","Sat Dec 21 11:28:31 GMT 2024","17145","","UI Dashboard Tests","","DashboardTest","PopupTest","Проверка Popup элемента","Тест на проверку всплывающего сообщения"
